data;

param n_figures := 100;
param n_points := 4;
param n_dimensions := 3;

param volume := 0.11785113020;
param total_area := 1.7320508076;
param softness := 0.25;


param container_type := 'cube';
param geometric_conservation := 'volume & surface';


param coords := [*,*,1]
:        1         2         3         4       :=
1     20.6512   20.2986   19.699    19.9959
2     21.4281   20.5621   21.1485   21.4281
3     19.5208   19.3099   19.7053   20.2618
4     19.0072   18.5719   18.5718   19.4228
5     20.2658   19.4989   19.4684   19.3948
6     19.0856   18.5729   19.4301   18.6167
7     20.9446   21.4279   20.5916   20.5445
8     19.6189   18.7745   19.5679   19.0579
9     21.428    20.5615   21.4115   21.0254
10    19.1135   19.0774   19.5709   18.5721
11    19.3892   18.5739   18.5722   18.572
12    19.9097   19.082    19.0171   19.4148
13    19.5439   19.2772   19.8827   20.2168
14    21.4279   20.575    21.3923   20.9173
15    18.5719   18.9452   19.433    18.5719
16    21.1984   20.6617   20.5915   21.4277
17    19.6507   20.488    20.41     19.8729
18    19.0372   19.5485   20.0365   19.5698
19    20.3522   20.5033   19.9874   20.9731
20    19.9177   20.7566   20.0141   20.553
21    19.4628   19.4635   18.6223   19.3784
22    19.4694   20.1151   19.1467   19.4418
23    21.4218   20.609    21.4276   20.8784
24    20.581    20.7071   21.4274   20.5725
25    21.4279   20.5664   21.2227   21.4281
26    20.0503   19.7548   19.232    19.2221
27    19.4035   18.5736   18.572    18.6188
28    20.5615   21.1056   21.4274   21.4264
29    21.4278   21.4279   21.2511   20.5696
30    20.5621   21.4281   21.1402   21.428
31    20.5909   20.5671   20.2985   19.7132
32    19.3778   19.5924   18.8615   18.7384
33    19.3897   18.5721   18.572    18.5754
34    20.7953   20.2329   20.4633   21.1706
35    19.8188   18.964    19.3901   19.8148
36    18.5721   19.4062   18.5721   18.6305
37    20.3041   19.3113   19.7048   19.7576
38    19.5835   19.8859   19.3589   20.3024
39    20.6017   19.602    20.083    20.095
40    19.4488   19.44     19.133    18.5788
41    18.5738   19.3895   18.5721   18.5732
42    20.5429   20.218    21.1554   20.3889
43    19.7548   20.5389   20.6238   20.5394
44    19.8672   19.6991   18.9294   19.4991
45    20.4962   20.2258   20.1859   19.5341
46    20.3804   19.8029   20.7056   19.9657
47    20.2894   19.7016   19.2948   19.7615
48    21.4278   21.4272   21.4279   20.6112
49    19.7581   20.5369   20.6329   20.5394
50    19.4238   18.5723   19.3547   18.8519
51    20.5462   21.1921   20.2367   20.4765
52    19.4188   19.9134   19.0205   19.8157
53    19.8783   20.1831   20.4943   19.5421
54    20.8216   20.5485   21.2016   20.241
55    18.572    19.4642   18.6529   18.7645
56    19.4295   18.5719   18.6412   19.1287
57    19.4438   18.5839   18.5721   18.8828
58    20.927    20.4977   20.4918   21.3464
59    19.0535   19.453    18.5864   19.437
60    18.9516   19.4391   18.605    19.4441
61    19.3887   19.2406   18.5722   18.6645
62    21.0864   20.4376   21.1136   20.3537
63    20.5676   21.428    21.4281   21.2339
64    20.4947   21.3605   20.4943   20.7835
65    21.3841   20.5373   20.5408   20.6423
66    19.5836   20.2046   19.6032   20.3754
67    21.322    21.428    20.5823   21.4281
68    21.4277   20.6112   21.4279   21.4274
69    18.5722   19.4745   19.3735   19.018
70    18.5722   19.3879   19.1181   18.572
71    20.5773   20.5902   19.7178   20.2931
72    19.4377   18.8219   18.5721   18.5733
73    20.591    20.3078   21.1741   20.3084
74    20.7638   20.5489   20.222    21.1959
75    18.8251   19.8117   19.4563   19.3362
76    20.0803   20.7096   20.0825   20.8526
77    20.5384   21.0353   20.1594   20.1876
78    20.4529   20.2258   20.5696   19.6512
79    20.5297   19.8994   20.5804   19.8046
80    20.1833   19.9565   20.481    19.5125
81    19.7935   20.6469   19.8367   19.8679
82    20.2225   19.7197   20.1946   20.7192
83    19.0631   19.6197   19.5803   20.0609
84    19.3814   20.1602   19.5792   20.186
85    20.0514   19.7777   20.7466   20.2305
86    21.4278   20.5034   20.8424   21.2135
87    19.2385   19.669    19.0667   18.6844
88    19.5716   20.0253   19.9207   20.5576
89    19.637    19.6958   20.1414   19.1437
90    20.4811   21.4281   21.1488   20.8316
91    20.4666   21.1403   21.4281   20.8807
92    20.0628   19.6199   20.4488   19.5879
93    19.4207   19.8981   19.4837   18.9027
94    18.9487   18.5764   18.5721   19.4353
95    20.4481   19.8268   20.279    19.559
96    18.6929   18.8782   19.418    19.5333
97    19.2054   19.4132   19.1325   20.0315
98    20.5092   20.9843   20.6299   19.9978
99    21.4266   20.5652   21.428    21.063
100   20.6433   21.1013   20.3715   21.2567

 [*,*,2]
:        1         2         3         4       :=
1     21.135    21.4275   21.4273   20.5614
2     21.0641   20.5641   20.5637   20.0641
3     20.3783   21.1819   21.2948   20.9254
4     19.2823   20.1377   19.3506   19.8432
5     20.0002   19.7328   20.5978   19.7313
6     19.3637   18.5724   18.8354   19.4072
7     20.3781   20.2035   20.7519   19.7681
8     21.4281   20.8933   20.6072   21.4274
9     21.21     21.428    21.4279   20.5651
10    19.4407   18.699    18.5721   18.6215
11    20.3052   20.8078   19.8078   20.304
12    18.5721   18.7567   18.5722   19.4314
13    20.3289   20.4277   19.6813   20.6238
14    19.4956   19.5703   20.0556   20.3554
15    21.2481   20.5694   21.4281   21.428
16    20.8426   20.9479   20.1069   20.3056
17    20.479    20.9948   20.0449   20.7587
18    18.5736   19.3894   18.5728   18.5724
19    19.5444   19.3024   20.127    20.0911
20    18.8928   19.4161   19.4603   18.6232
21    20.4266   20.8801   20.4688   19.8853
22    20.5039   19.9834   20.0092   19.5042
23    20.2543   20.006    19.4332   19.4577
24    18.5807   18.572    18.9329   19.4392
25    21.284    20.9005   21.2902   20.4276
26    20.445    21.2223   20.9598   20.3761
27    18.8834   18.5721   19.4377   18.572
28    19.5351   19.4767   19.0347   20.0322
29    20.5309   19.558    20.2405   20.0713
30    18.573    18.5725   19.389    18.5719
31    20.4003   20.2133   21.1129   20.3191
32    19.6007   19.1177   19.8      18.9244
33    19.4706   19.7951   18.8961   19.7249
34    18.5734   18.5719   19.4366   18.9177
35    19.6253   19.4568   20.3608   19.59
36    18.9092   19.1923   19.7368   18.838
37    21.4099   21.428    21.4275   20.6055
38    20.4821   20.8048   19.9583   19.991
39    21.4272   21.428    21.428    20.6113
40    20.5302   19.5313   19.9947   20.0394
41    21.0377   20.5293   20.0381   20.5164
42    20.6603   20.2994   20.1191   19.6783
43    18.821    18.5732   18.5719   19.4375
44    18.5723   18.5722   18.5729   19.3889
45    19.0688   19.4196   20.0148   19.2627
46    20.3224   20.3846   20.8148   21.1964
47    19.3808   18.5719   19.4854   19.1454
48    20.2595   20.337    19.4348   20.01
49    21.0513   21.4271   20.5667   21.4279
50    20.9834   21.4279   21.4126   20.5698
51    20.5039   21.009    21.2998   20.4537
52    19.4318   18.5725   18.5721   18.959
53    19.4523   20.317    20.0502   20.3191
54    21.4276   20.5087   21.0291   21.3054
55    21.4281   21.2876   21.4275   20.5753
56    19.5339   20.0476   19.1709   19.9703
57    20.4667   20.3813   20.5154   19.6456
58    20.5434   21.4282   21.0499   21.3828
59    19.3697   18.9199   19.4116   19.9183
60    20.5708   20.7222   21.2366   21.4279
61    20.2234   19.9164   20.5148   19.5641
62    20.011    19.2504   19.3542   20.0002
63    19.0564   18.5718   19.5645   18.9668
64    19.5723   19.0719   18.5722   19.0731
65    21.2389   21.4281   21.4281   20.5683
66    20.5093   20.3963   19.6453   19.9035
67    21.1518   20.5059   20.5166   20.1753
68    19.3978   19.1755   18.6034   19.5265
69    20.132    20.4622   19.9289   20.8625
70    21.036    20.5264   21.3468   20.5124
71    20.0935   21.0934   20.6046   20.593
72    20.9244   20.5298   20.5138   21.3787
73    20.728    20.061    20.5496   21.0366
74    19.3678   19.2137   18.5721   18.6134
75    20.5379   20.4999   20.8928   21.3794
76    20.3373   19.5617   19.7452   20.3595
77    19.159    19.8415   20.0772   19.4472
78    19.8041   20.3343   20.7973   20.4017
79    19.3425   18.5722   18.572    19.2018
80    19.8087   20.1777   19.3296   19.3425
81    19.8414   19.3917   18.8439   19.3923
82    19.4023   18.5854   18.6006   18.5723
83    21.428    21.428    20.6111   21.427
84    19.365    19.8626   19.3092   18.8649
85    20.3403   19.3953   19.6431   19.6305
86    19.4683   19.2653   20.2059   19.5314
87    20.0086   19.7071   20.5054   19.5907
88    18.5718   19.4611   18.9013   18.6209
89    19.6094   20.5082   20.3485   20.3868
90    19.2873   19.5497   18.5931   19.2668
91    19.3097   18.9511   19.5712   19.9162
92    21.4253   21.4282   20.8884   20.6077
93    19.4712   19.7271   18.8208   19.6304
94    20.5667   21.2024   20.2191   20.724
95    19.3866   18.6757   18.5729   19.2568
96    19.2609   18.7299   18.5722   19.4196
97    20.4856   20.4301   21.3014   20.9186
98    19.3624   20.089    20.2604   20.1499
99    21.2806   20.8932   20.4239   20.4466
100   20.5618   20.9822   20.3143   20.0172

 [*,*,3]
:        1         2         3         4       :=
1     21.4278   20.5389   21.3392   20.9365
2     18.5724   18.5817   19.3918   18.5719
