tetra,vertex,x,y,z
1,1,-0.173042,-0.0217159,-11.4881
1,2,0.639265,0.403394,-11.8915
1,3,0.311804,0.688597,-10.9851
1,4,0.727466,-0.205381,-11.0957
2,1,0.246109,0.714712,-11.1874
2,2,-0.524829,0.544006,-10.5653
2,3,-0.079706,-0.217136,-11.027
2,4,-0.632814,0.413446,-11.5576
3,1,-0.603352,-0.455363,-10.871
3,2,-0.0947347,0.227903,-11.3787
3,3,-0.568818,-0.497856,-11.8723
3,4,0.247236,-0.714312,-11.3248
4,1,-0.167752,0.737055,-12.2514
4,2,0.314079,0.687575,-11.3739
4,3,0.347895,-0.0816315,-12.0074
4,4,-0.503636,0.139404,-11.5205
5,1,0.217077,0.724061,-11.1621
5,2,-0.035872,-0.233371,-11.0655
5,3,-0.427479,0.455393,-10.4495
5,4,0.542832,0.206799,-10.3749
6,1,0.138009,-0.743197,-11.41
6,2,0.420299,-0.171482,-12.1773
6,3,-0.504939,-0.562516,-12.1535
6,4,-0.25261,0.160988,-11.5071
7,1,-0.120825,0.116004,-11.2429
7,2,0.100228,-0.749226,-10.7963
7,3,0.755896,-0.00133964,-10.7687
7,4,0.577359,-0.487894,-11.6306
8,1,0.302005,-0.692952,-10.3749
8,2,0.0969459,0.280799,-10.4534
8,3,-0.102544,-0.345278,-11.2122
8,4,-0.649685,-0.386391,-10.3749
9,1,-0.462779,0.597683,-12.2647
9,2,0.236706,-0.0446846,-11.9563
9,3,-0.650838,-0.38445,-12.2647
9,4,-0.585368,0.112968,-11.4005
10,1,0.727535,-0.205127,-11.0961
10,2,0.4883,-0.577017,-11.9908
10,3,0.639398,0.403174,-11.8912
10,4,-0.173173,-0.0216951,-11.4881
