tetra,vertex,x,y,z
1,1,19.8981,19.4324,19.5252
1,2,18.7364,19.4208,19.5047
1,3,19.3184,19.4543,18.7541
1,4,19.5584,20.2265,19.5885
2,1,19.9499,20.4231,19.5415
2,2,20.765,21.2496,19.591
2,3,20.1964,20.9904,18.8619
2,4,20.8678,20.4529,18.8353
3,1,18.5181,19.9408,20.0995
3,2,18.9085,19.6818,21.0109
3,3,19.624,20.2431,20.2878
3,4,19.3909,19.5101,20.0462
4,1,19.1492,19.3245,20.4453
4,2,20.1933,19.8099,20.6012
4,3,19.6138,19.663,21.4324
4,4,19.5277,20.2276,20.4206
5,1,18.7655,20.6792,20.5738
5,2,19.5938,20.2409,20.2687
5,3,18.4835,19.9402,20.1053
5,4,18.8117,19.6962,20.9001
6,1,20.7654,19.404,21.172
6,2,20.1842,19.7435,20.3907
6,3,20.1214,20.0247,21.5163
6,4,19.6204,19.4148,21.3521
7,1,19.5612,18.6881,19.3667
7,2,19.6578,19.473,19.8841
7,3,18.7094,19.4138,19.4474
7,4,19.4379,19.3371,18.7513
8,1,19.4631,21.2469,19.3133
8,2,19.3304,20.4839,18.7224
8,3,19.9169,20.3176,19.7116
8,4,20.0851,20.9073,18.7818
9,1,20.556,20.3304,20.0653
9,2,20.7642,21.2509,19.5927
9,3,19.9505,20.4231,19.5411
9,4,20.6741,20.3584,18.9097
10,1,21.0412,18.9087,20.1991
10,2,20.3537,18.6035,20.4893
10,3,21.0029,19.4268,20.9901
10,4,20.3056,19.6392,20.1181
11,1,20.3116,20.7386,21.2318
11,2,19.9971,19.9988,21.5214
11,3,20.116,19.8537,20.5047
11,4,20.9941,20.1195,21.1455
12,1,19.5491,18.7494,20.7399
12,2,19.789,19.5463,20.2691
12,3,20.3536,18.6035,20.4892
12,4,19.6917,18.5332,19.7392
13,1,19.374,20.028,20.1393
13,2,18.9761,21.0586,19.8846
13,3,18.7264,20.3028,19.2248
13,4,19.6853,20.381,19.4847
14,1,21.1189,19.7145,19.0095
14,2,21.3972,20.3147,19.4867
14,3,20.3825,19.9134,19.8859
14,4,21.4508,19.5458,19.9417
15,1,20.2023,20.3924,21.4559
15,2,19.3879,20.7606,21.1668
15,3,19.6632,20.2142,20.4422
15,4,19.9031,21.2965,20.7902
16,1,19.8226,19.2964,19.5697
16,2,19.9486,20.4281,19.5486
16,3,20.8297,19.739,19.2343
16,4,20.5456,20.1027,19.9908
17,1,20.0134,20.5342,20.8502
17,2,19.412,20.0811,19.9652
17,3,20.0567,19.8008,20.5179
17,4,20.3802,20.6081,19.7502
18,1,19.3884,20.7605,21.1671
18,2,19.1177,20.0045,21.2394
18,3,20.1882,20.4011,21.4554
18,4,19.8032,20.1038,20.4003
19,1,20.6296,20.3478,19.3447
19,2,19.9421,19.4187,19.4632
19,3,19.8553,20.3552,19.5693
19,4,20.1213,20.024,18.4878
20,1,20.3532,18.6032,20.4886
20,2,19.6173,19.3608,20.0045
20,3,20.4671,18.7831,19.4623
20,4,19.6386,18.5549,19.6905
21,1,19.6379,20.2567,20.3412
21,2,20.3479,20.6279,20.0605
