tetra,vertex,x,y,z
1,1,21.1644,21.1644,21.1644
1,2,21.1644,20.3645,20.7059
1,3,20.3294,21.0312,20.797
1,4,21.127,21.1644,20.0927
2,1,20.707,20.0488,20.3772
2,2,21.1644,20.3638,19.6413
2,3,21.1644,19.3028,19.7969
2,4,20.2756,19.77,19.6116
3,1,19.6474,20.3485,19.6286
3,2,18.8356,19.7131,19.5458
3,3,19.0008,20.128,20.4552
3,4,18.8356,20.7614,19.7718
4,1,19.7222,18.8356,21.1644
4,2,18.9833,19.1484,20.5819
4,3,19.9099,19.6513,20.7779
4,4,19.7287,18.8471,20.0921
5,1,20.4257,21.1644,21.1644
5,2,19.4881,20.644,21.1644
5,3,20.3335,20.096,21.1644
5,4,20.2627,20.6411,20.4231
6,1,19.6764,19.1236,21.1644
6,2,19.939,20.0974,21.1644
6,3,19.3653,19.5757,20.4236
6,4,18.8939,19.8569,21.1644
7,1,21.1644,20.3729,20.6992
7,2,21.1232,21.1471,20.082
7,3,20.3984,20.3607,20.1615
7,4,20.331,21.0315,20.7955
8,1,21.1644,18.9421,18.9317
8,2,21.1644,19.6825,19.7075
8,3,21.1644,19.9823,18.8356
8,4,20.3591,19.4686,19.0323
9,1,21.1644,19.9823,18.8356
9,2,20.2604,20.3818,19.2517
9,3,20.88,19.633,19.7049
9,4,20.3647,19.5132,18.8356
10,1,19.6855,18.8356,19.6802
10,2,19.8609,19.6604,20.2809
10,3,20.5426,18.8356,20.2099
10,4,19.7934,18.8356,20.7472
11,1,18.8356,19.7501,19.7488
11,2,19.6727,19.1012,19.5807
11,3,18.8356,19.0811,18.9107
11,4,18.8356,18.8356,19.8658
12,1,18.8356,18.8356,21.1644
12,2,19.6657,19.1821,20.9623
12,3,18.8356,19.3988,20.3189
12,4,18.8485,19.8464,21.1644
13,1,19.2935,20.6439,19.6974
13,2,19.7932,19.8943,19.1157
13,3,20.2135,20.6852,19.6555
13,4,19.5436,20.8555,18.8356
14,1,20.7798,18.8356,19.7796
14,2,20.3516,19.4649,19.0242
14,3,21.1644,19.669,19.6933
14,4,21.1644,18.9286,18.9176
15,1,19.1129,20.3807,20.4692
15,2,18.8356,21.1644,21.1102
15,3,19.8022,20.8184,21.1644
15,4,19.5808,21.1644,20.339
16,1,20.2971,20.3477,20.2544
16,2,19.5157,21.0764,20.3464
16,3,20.413,21.1644,20.8235
16,4,20.2423,21.1644,19.7648
17,1,19.7725,19.4436,20.0864
17,2,19.7982,19.7712,19.0656
17,3,19.501,20.2945,19.8029
17,4,18.8911,19.5662,19.5612
18,1,19.8259,19.5302,19.8238
18,2,18.9301,19.5608,19.5844
18,3,19.6464,18.8426,19.2365
18,4,19.5381,19.8313,18.8356
19,1,21.1644,20.9043,18.8356
19,2,20.2908,21.1644,18.974
