tetra,vertex,x,y,z
1,1,19.3601,20.0594,19.178
1,2,19.1561,19.3187,19.5777
1,3,19.5815,20.1273,20.2136
1,4,20.188,19.7094,19.758
2,1,20.1876,20.1588,19.7071
2,2,20.5517,20.9742,20.3799
2,3,20.4756,21.0944,19.5256
2,4,21.1482,20.4235,19.6111
3,1,18.953,19.2861,19.7924
3,2,19.8519,19.7011,20.3118
3,3,19.8027,18.7674,19.6987
3,4,19.6738,18.885,20.547
4,1,19.8611,19.9859,20.2085
4,2,20.1232,20.3923,21.2165
4,3,19.3356,20.0524,21.0976
4,4,19.308,20.8226,20.7025
5,1,18.9906,19.454,20.5761
5,2,19.8934,19.973,20.1693
5,3,19.8396,19.3454,21.0931
5,4,19.336,20.0527,21.0979
6,1,19.9816,20.7196,21.0634
6,2,20.2742,19.8629,21.247
6,3,20.8988,20.4438,20.6683
6,4,19.9774,19.8558,20.4335
7,1,20.7086,18.9344,19.8929
7,2,20.5024,19.2285,19.1048
7,3,20.2017,19.7876,20.0069
7,4,19.8675,18.7286,19.8775
8,1,20.4493,21.1971,19.8817
8,2,20.4496,20.7377,19.0499
8,3,20.1541,20.186,19.8142
8,4,19.6298,21.1184,19.4891
9,1,20.4071,20.5069,18.8926
9,2,21.1467,20.4271,19.6106
9,3,20.1351,20.049,19.7293
9,4,20.477,21.0938,19.5256
10,1,20.9168,19.1098,19.8734
10,2,20.4588,19.0013,20.6641
10,3,21.1091,19.6404,20.5382
10,4,20.1184,19.8668,20.072
11,1,20.4696,18.9987,20.6525
11,2,20.0678,18.7238,19.8744
11,3,20.0733,19.8321,20.0215
11,4,20.9059,19.0943,19.9106
12,1,20.0431,19.8987,20.4509
12,2,20.2238,20.7671,20.0296
12,3,20.4156,20.7245,20.9753
12,4,21.0626,20.3501,20.5339
13,1,19.0722,20.8834,19.9121
13,2,19.7985,21.2512,20.2072
13,3,19.648,20.6513,19.3083
13,4,19.8209,20.1364,20.1915
14,1,20.259,19.8715,20.0
14,2,21.2209,19.6284,19.858
14,3,20.8777,19.806,19.083
14,4,21.1816,20.4925,19.8986
15,1,20.4383,20.6767,20.9995
15,2,19.7779,21.2311,20.2897
15,3,19.5746,20.7306,20.9665
15,4,19.847,20.1246,20.2277
16,1,19.5172,20.5336,18.9364
16,2,20.4035,20.776,19.0598
16,3,20.3588,19.9444,18.7683
16,4,20.1382,20.21,19.808
17,1,19.9787,19.5759,19.4419
17,2,18.9582,19.281,19.7906
17,3,19.7857,18.7709,19.6962
17,4,19.8532,19.7013,20.3124
18,1,19.9107,19.919,20.2579
18,2,18.9019,19.5116,20.4523
18,3,19.8034,19.3411,21.0845
18,4,19.5026,18.8893,20.4097
19,1,21.1798,20.4016,19.6924
19,2,20.4061,20.5068,18.8922
19,3,20.1321,20.0228,19.7865
19,4,20.9034,19.83,19.1034
20,1,20.5324,19.444,21.0278
20,2,20.0263,19.8666,20.1249
20,3,20.3619,18.8419,20.4204
20,4,19.6492,19.096,20.8418
21,1,18.9905,19.4536,20.5756
21,2,19.8533,20.0027,20.1239
21,3,19.3357,20.0522,21.0977
21,4,18.7781,20.2489,20.3065
22,1,20.4132,20.7217,20.9785
22,2,19.8059,20.3644,20.1104
22,3,19.8564,21.2161,20.3867
22,4,20.6033,21.1327,19.9563
23,1,20.1553,19.1525,19.0478
23,2,20.1759,19.9489,19.822
23,3,20.0038,19.9385,18.7174
23,4,20.8171,19.9961,19.0094
24,1,20.8518,20.3952,20.8759
24,2,21.1091,19.6404,20.5382
24,3,20.2271,19.8493,20.1265
24,4,21.2654,20.1804,19.8771
25,1,20.9754,20.3931,20.4817
25,2,20.0273,19.8009,20.4998
25,3,20.2223,20.7657,20.0299
25,4,20.3415,19.9066,19.6997
26,1,19.862,20.0292,20.1423
