tetra,vertex,x,y,z
1,1,19.7355,19.8486,20.6195
1,2,20.4106,19.4463,20.0379
1,3,19.3808,20.1864,20.2419
1,4,19.9948,20.5377,19.5669
2,1,19.4871,20.4317,20.165
2,2,20.2683,19.6344,20.5206
2,3,20.4478,20.2275,19.5263
2,4,20.338,20.4882,20.3522
3,1,19.9046,20.5632,19.6122
3,2,20.2251,20.0664,19.3507
3,3,20.4331,19.4624,20.0109
3,4,19.3958,20.043,20.3314
4,1,20.3475,19.4231,20.152
4,2,19.6405,20.0195,20.5891
4,3,20.6532,19.8797,19.8113
4,4,20.0415,20.5052,19.5313
5,1,19.3847,20.3089,19.949
5,2,20.353,19.9275,19.4111
5,3,20.0392,19.473,20.4444
5,4,19.6291,19.5169,19.6749
