tetra,vertex,x,y,z
1,1,0.671398,-0.54433,-1.50878
1,2,0.26999,-0.872154,-2.36368
1,3,0.846983,-0.0554437,-2.36356
1,4,-0.0625447,-0.0259857,-1.94838
2,1,-0.290565,-0.8603,-1.50903
2,2,0.648192,-0.514955,-1.50843
2,3,0.226781,-0.816391,-2.3635
2,4,-0.0833779,0.0262563,-1.92254
3,1,0.35423,-0.841463,-0.686408
3,2,-0.116385,-0.905561,-1.56651
3,3,-0.0180228,-0.0185781,-1.11566
3,4,0.782133,-0.470185,-1.5105
4,1,-0.0723305,0.0822651,-1.94573
4,2,-0.294842,-0.789865,-1.50922
4,3,-0.744232,-0.528771,-2.36356
4,4,0.224481,-0.776516,-2.36363
5,1,-0.127871,-0.903882,-1.50441
5,2,0.377658,-0.831153,-0.644652
5,3,-0.610291,-0.679036,-0.657755
5,4,0.00385423,-0.00980621,-1.07586
6,1,0.708767,0.463641,-1.48219
6,2,0.912227,0.0378447,-2.3637
6,3,0.740939,-0.533017,-1.56107
6,4,-0.00935363,-0.0220466,-1.98112
7,1,0.32895,-0.644771,-0.685463
7,2,0.726156,-0.339554,0.180259
7,3,-0.0966002,-0.907889,0.18032
7,4,-0.144634,0.0405125,-0.131969
8,1,-0.348449,-0.823354,-1.55395
8,2,-0.912877,-0.00544114,-1.44783
8,3,0.0119832,0.0710952,-1.81879
8,4,-0.710695,-0.358057,-2.36181
9,1,-0.126842,-0.904143,-1.50656
9,2,-0.609443,-0.679807,-0.659769
9,3,0.00201137,-0.00950257,-1.07958
9,4,-0.869241,-0.234194,-1.51664
10,1,-0.471322,0.0659668,-1.54748
10,2,-0.68581,0.601954,-2.36345
10,3,-0.826105,-0.388097,-2.36356
10,4,0.102252,-0.0149424,-2.36283
11,1,0.705493,0.466177,-1.48451
11,2,-0.0106009,-0.0232421,-1.98311
11,3,0.91208,0.0379625,-2.36368
11,4,0.331223,0.850744,-2.32878
12,1,-0.640028,-0.651074,-0.670977
12,2,-0.135394,-0.796249,0.180222
12,3,0.355297,-0.746884,-0.689865
12,4,-0.060915,0.0760268,-0.303354
13,1,-0.0570653,0.0823986,-0.302007
13,2,-0.90067,-0.149548,0.180287
13,3,-0.655757,-0.634801,-0.659184
13,4,-0.133475,-0.790779,0.179876
14,1,0.646522,0.544511,-1.51299
14,2,-0.0329588,-0.00951133,-1.99462
14,3,0.746903,-0.45015,-1.54902
14,4,0.0210454,-0.0406484,-0.997132
15,1,-0.907262,-0.101833,0.0768451
15,2,-0.0196781,0.056998,-0.354653
15,3,-0.860188,0.305842,-0.83537
15,4,-0.625229,-0.657585,-0.705308
16,1,-0.471864,0.208452,-0.649432
16,2,-0.900726,-0.148199,0.180306
16,3,-0.496298,0.766305,0.180089
16,4,0.0927513,-0.0405568,0.13774
17,1,-0.670464,0.61548,-0.819082
17,2,-0.0267142,0.00471266,-0.357212
17,3,-0.0612337,0.0322053,-1.3557
17,4,-0.81631,-0.373762,-0.84077
18,1,0.428945,-0.797389,-0.80917
18,2,0.912253,0.0365689,-0.542919
18,3,0.0475459,0.0976343,-1.04077
18,4,0.869913,-0.230784,-1.50556
19,1,-0.428801,0.0423261,-1.56446
19,2,0.171751,0.0549728,-2.36364
19,3,0.0956183,0.865418,-1.78288
19,4,-0.671588,0.59251,-2.36346
20,1,-0.0513419,0.00488394,-0.0910576
20,2,0.819763,-0.401975,0.180315
20,3,0.78492,0.2357,-0.589058
20,4,0.385826,-0.677508,-0.677438
21,1,0.599378,0.688683,-1.58519
21,2,0.894529,0.147203,-0.797387
21,3,0.228951,0.883834,-0.67678
21,4,-0.0342724,0.0464793,-1.15441
22,1,-0.815005,0.410547,-0.745226
22,2,0.0196599,0.0218706,-0.354898
22,3,0.0481326,0.911737,-0.80947
22,4,-0.409862,0.815839,0.0745724
23,1,0.404528,-0.634918,-0.823259
23,2,-0.0187417,-0.0460088,-0.13485
23,3,0.813266,0.251226,-0.603095
23,4,-0.053588,0.210005,-1.10024
24,1,0.266339,0.87297,-0.867749
24,2,-0.305544,0.860323,-1.68812
24,3,0.664046,0.626458,-1.75138
24,4,0.0274844,0.00197052,-1.29824
25,1,0.0315168,0.0467235,-1.4198
25,2,-0.58515,0.700819,-0.982917
25,3,-0.749001,-0.280848,-0.886484
25,4,-0.897636,0.166658,-1.76863
26,1,-0.00739958,0.912833,-0.705408
26,2,-0.0151588,0.0065999,-0.282857
26,3,0.533969,0.740266,0.117563
26,4,0.804741,0.331716,-0.754163
27,1,-0.0283267,0.00198551,-1.21687
27,2,0.295371,0.863763,-0.826325
27,3,-0.277417,0.869805,-1.64615
27,4,-0.671794,0.617919,-0.762241
28,1,0.509008,0.75794,0.180314
28,2,0.697226,0.294074,-0.684909
28,3,0.816087,-0.193621,0.180251
28,4,-0.102617,0.0362155,-0.142092
29,1,-0.0232799,0.00962174,-0.271048
29,2,0.535849,0.739145,0.122613
29,3,-0.461063,0.787368,0.180242
29,4,-0.00465084,0.91267,-0.700678
30,1,-0.212436,0.887883,-1.89413
30,2,-0.584996,0.70086,-0.985002
30,3,-0.887117,0.16068,-1.77052
30,4,0.0406541,0.0488525,-1.41304
