tetra,vertex,x,y,z
1,1,21.1774,19.359,20.837
1,2,20.3172,19.735,21.2331
1,3,21.2331,20.2573,21.037
1,4,20.4513,19.9843,20.3556
2,1,20.2292,21.1284,18.7669
2,2,20.1925,20.1102,18.7669
2,3,19.3725,20.7968,18.8451
2,4,20.0613,20.4774,19.6024
3,1,19.5705,21.2331,20.213
3,2,18.7669,21.2331,19.7611
3,3,18.944,20.4125,20.4285
3,4,18.7669,21.2331,20.8335
4,1,18.8094,19.6017,20.5537
4,2,19.6864,19.5587,20.0318
4,3,19.5612,19.8693,21.0155
4,4,19.3164,18.8583,20.7547
5,1,21.2331,21.1519,19.0809
5,2,20.5143,21.2331,19.8726
5,3,21.2331,20.5178,19.7502
5,4,20.4521,20.4345,19.24
6,1,20.0865,20.0058,20.8032
6,2,20.0291,19.1301,20.306
6,3,20.7078,19.8749,19.939
6,4,20.8902,19.5544,20.784
7,1,20.608,19.8739,20.1664
7,2,19.9374,20.1002,20.7573
7,3,20.814,20.7166,20.7968
7,4,20.2852,20.7833,20.0073
8,1,21.2331,21.2331,20.4698
8,2,21.027,20.496,19.9114
8,3,21.2331,21.2331,19.3974
8,4,20.3385,21.2331,19.9888
9,1,20.3581,21.2331,19.8674
9,2,19.4589,21.2331,20.071
9,3,20.1209,21.2331,20.9132
9,4,20.0529,20.4404,20.226
10,1,19.5697,19.4605,19.9091
10,2,18.7669,18.7669,20.0223
10,3,19.1712,18.7681,19.1937
10,4,18.7669,19.678,19.5113
11,1,19.5882,19.6713,19.5047
11,2,20.3371,19.6862,20.0422
11,3,20.0683,18.8364,19.446
11,4,19.5041,19.1358,20.3074
12,1,18.7669,18.7669,21.2331
12,2,19.5921,19.1782,21.2331
12,3,18.8778,19.2132,20.434
12,4,18.7669,19.8393,21.2331
13,1,19.858,20.4554,19.5583
13,2,19.3633,20.7977,18.7669
13,3,19.1551,19.9021,18.967
13,4,20.1865,20.1152,18.7669
14,1,20.3827,18.9741,20.3101
14,2,21.2331,19.585,20.1619
14,3,21.2331,18.7669,20.8199
14,4,21.1116,18.7669,19.7544
15,1,20.2856,20.545,20.5542
15,2,21.0612,20.5018,21.2331
15,3,20.2768,21.2331,21.2331
15,4,21.0995,21.2331,20.6729
16,1,19.5667,20.2597,20.7103
16,2,19.3579,19.3658,21.2331
16,3,18.7669,20.2607,21.2331
16,4,18.7669,19.5648,20.5449
17,1,19.5628,20.2563,20.7095
17,2,18.7669,20.4932,20.1862
17,3,18.7669,20.2607,21.2331
17,4,18.7669,19.5648,20.5449
18,1,20.1217,20.2566,19.0523
18,2,19.8585,19.6322,19.6774
18,3,20.1178,19.3799,18.7669
18,4,19.1517,19.8274,18.8949
19,1,21.2331,19.6982,19.5775
19,2,20.3941,19.9017,19.9838
19,3,21.2331,20.1466,20.5517
19,4,21.1216,20.6676,19.7993
20,1,20.8725,19.5172,19.443
20,2,21.2331,18.7669,18.7669
20,3,21.2331,18.7669,19.8393
20,4,20.3542,18.7669,19.2248
21,1,20.4496,18.7669,18.7669
21,2,20.3621,18.9022,19.6747
21,3,19.487,18.8457,19.0576
21,4,20.137,19.6802,19.2342
22,1,19.6286,20.5026,19.7714
22,2,20.2488,20.2757,19.1217
22,3,19.3514,19.9307,18.9077
22,4,19.8096,19.5834,19.8129
23,1,20.0035,19.791,21.2331
23,2,20.9111,19.6289,21.2331
23,3,20.4385,19.2485,20.4167
23,4,20.2369,18.7949,21.2331
24,1,20.3327,18.9862,20.2801
24,2,21.2331,18.7669,20.8199
24,3,21.2273,19.568,20.1732
24,4,20.7738,19.5485,20.9881
25,1,19.5705,21.2331,20.213
25,2,20.166,20.5801,20.4758
25,3,19.7785,21.2331,21.2331
25,4,19.1787,20.5456,20.7
26,1,20.1559,19.1405,21.2331
26,2,19.4813,19.9741,21.2331
26,3,19.8529,19.7368,20.3948
26,4,19.3077,19.0292,20.8893
27,1,19.4757,18.7669,20.7183
27,2,19.5449,19.5579,20.1214
27,3,18.8345,18.7689,19.9704
27,4,18.7669,19.5506,20.6161
28,1,20.7906,21.2102,19.5755
28,2,21.2331,21.2331,18.7669
28,3,20.8175,20.415,18.8565
28,4,20.1607,21.2331,18.7669
29,1,19.5026,20.8469,21.2331
29,2,19.5751,21.2331,20.2352
29,3,19.0204,20.4161,20.3776
29,4,18.7669,21.2331,20.8335
30,1,19.3808,20.3433,20.8294
30,2,19.4377,21.1429,20.1489
30,3,19.6133,20.122,19.8716
30,4,20.203,20.5684,20.4783
31,1,19.104,20.7404,19.0585
31,2,18.7669,20.1699,19.9016
31,3,19.5378,20.7806,20.0384
31,4,18.7669,21.2331,19.7611
32,1,19.5933,19.8914,19.838
32,2,20.5334,19.7892,20.102
32,3,20.2266,20.6627,20.1362
32,4,19.8507,20.1493,20.8466
33,1,19.6207,19.7934,19.8819
33,2,20.1091,20.0456,20.8008
33,3,20.5833,19.7591,20.0199
33,4,19.8548,19.0781,20.4144
34,1,20.3824,19.6167,19.9011
34,2,21.0156,18.7669,19.7373
34,3,19.9568,18.7669,19.5675
34,4,20.4011,18.7669,20.4246
35,1,18.7669,20.5427,19.9962
35,2,19.4349,21.1582,20.1542
35,3,19.611,20.1383,19.8737
35,4,19.3818,20.3384,20.827
36,1,18.7669,19.1011,19.2733
36,2,19.4702,18.7865,18.7669
36,3,19.6626,19.4832,19.5591
36,4,19.1981,19.8238,18.7669
37,1,19.5251,20.7794,20.0097
37,2,18.7669,20.0611,19.897
37,3,19.1527,20.7454,19.167
37,4,19.5788,19.8915,19.4108
38,1,21.2331,20.2423,21.2331
38,2,21.233,21.13,20.8672
38,3,20.4412,20.4108,20.792
38,4,21.2331,20.3816,20.1698
39,1,19.4925,20.5796,19.9067
39,2,20.2049,20.2345,19.1832
39,3,20.3474,20.3093,20.1214
39,4,19.7873,19.552,19.8469
40,1,19.9065,20.5547,20.2569
40,2,19.5854,20.4051,19.2447
40,3,19.0741,21.1097,19.8709
40,4,19.9569,21.2331,19.6346
41,1,19.8325,20.1736,21.2331
41,2,19.7791,21.2303,21.2318
41,3,19.1787,20.5456,20.7
41,4,20.166,20.5801,20.4758
42,1,19.5678,19.5549,20.1046
42,2,18.7669,19.5035,20.5686
42,3,18.7669,19.6785,19.5106
42,4,18.9096,20.3765,20.3086
43,1,20.3169,19.1486,19.0033
43,2,21.0415,19.7451,19.5221
43,3,20.7845,18.7669,19.7003
43,4,20.131,19.6028,19.8564
44,1,20.1951,19.3423,18.7669
44,2,19.4748,18.7669,18.7669
44,3,19.6672,19.4636,19.5592
44,4,19.2305,19.8109,18.7669
45,1,19.7776,18.7669,20.2653
45,2,20.0121,19.6619,20.6779
45,3,20.6783,18.8555,20.4413
45,4,20.2143,18.7669,21.2331
46,1,21.2331,20.2029,18.7669
46,2,20.4642,20.4367,19.2469
46,3,21.2331,20.4639,19.8071
46,4,21.2329,21.1629,19.0691
47,1,21.2331,19.9328,18.7669
47,2,21.2331,19.5364,19.5994
47,3,20.4409,19.2656,19.0085
47,4,21.2331,18.8604,18.7669
48,1,18.8328,18.7669,19.9702
48,2,19.493,18.7669,20.7181
48,3,19.4483,19.5136,20.0487
48,4,19.8746,18.7669,19.716
