tetra,vertex,x,y,z
1,1,21.2018,21.2018,20.2426
1,2,20.3979,20.277,19.8913
1,3,20.0719,21.2018,19.6992
1,4,21.1932,21.2018,19.5618
2,1,18.7982,19.7219,20.0316
2,2,18.7982,19.2378,19.498
2,3,19.6949,19.7859,19.1141
2,4,18.7982,20.0807,18.7982
3,1,18.7982,20.4267,19.9174
3,2,19.4551,20.5431,20.3699
3,3,19.5274,21.2018,19.8843
3,4,18.7982,21.2018,20.9418
4,1,19.8146,20.3028,21.2018
4,2,19.4088,20.5394,20.0797
4,3,18.7982,19.8939,20.5759
4,4,18.7982,20.4047,21.2018
5,1,21.2018,20.6324,21.2018
5,2,20.3708,20.4611,20.3616
5,3,21.2018,19.9054,20.7307
5,4,21.2018,21.1342,20.3565
6,1,18.7982,18.7982,19.9389
6,2,19.9979,19.2519,20.0097
6,3,19.2601,18.7982,20.4996
6,4,19.0757,19.8263,20.5104
7,1,20.3643,20.4517,20.3538
7,2,19.8104,21.2018,21.2018
7,3,20.881,21.2018,21.2018
7,4,20.0346,21.2018,20.3212
8,1,21.2018,21.161,19.7589
8,2,21.2018,20.3081,19.7866
8,3,21.2018,21.1285,18.7982
8,4,20.3397,20.3899,19.2001
9,1,20.3594,20.3057,19.8717
9,2,21.2018,21.2018,20.2426
9,3,20.0408,20.7563,20.1923
9,4,20.977,20.0034,20.6468
10,1,19.7718,19.5943,20.0477
10,2,19.8146,20.2716,21.1383
10,3,20.2492,20.4623,20.2597
10,4,20.3986,19.395,20.4032
11,1,19.8146,20.3028,21.2018
11,2,19.7521,19.7707,20.542
11,3,19.414,20.5444,20.0764
11,4,18.7982,19.8939,20.5759
12,1,18.7982,19.5874,21.2018
12,2,18.7982,19.6753,20.3079
12,3,19.5556,19.2286,20.8548
12,4,19.7661,20.1489,21.0072
13,1,21.1926,21.1152,19.7571
13,2,20.2688,20.4708,19.1396
13,3,20.4034,20.2687,19.9234
13,4,21.1082,19.9039,19.816
14,1,21.2018,19.9411,19.7986
14,2,20.3956,20.2738,19.9246
14,3,21.2018,20.7776,20.4651
14,4,21.1956,21.2018,19.7534
15,1,20.3587,20.4593,20.3624
15,2,19.8104,21.2018,21.2018
15,3,19.6018,20.3864,20.2478
15,4,20.1065,21.2018,20.0389
16,1,18.897,21.2017,21.1992
16,2,19.8146,20.3028,21.2018
16,3,18.7982,20.4047,21.2018
16,4,19.5334,20.4911,20.339
17,1,18.7982,18.7982,19.9389
17,2,20.0355,18.7982,19.7305
17,3,18.9096,19.387,19.5413
17,4,19.0318,18.7982,18.9288
18,1,19.5862,19.7194,19.1607
18,2,18.7982,20.0807,18.7982
18,3,18.7982,19.2378,19.498
18,4,18.7982,18.7982,18.7982
19,1,21.2018,21.2018,18.7982
19,2,20.2636,21.2018,19.6757
19,3,20.2909,20.3337,18.7982
19,4,21.0092,20.9889,19.6377
20,1,21.0928,19.9277,19.6382
20,2,19.9798,19.3831,19.8815
20,3,20.8795,19.9571,20.5964
20,4,19.9019,20.0711,20.0972
21,1,19.7347,19.4852,19.4994
21,2,20.7241,19.4353,19.3789
21,3,20.1798,20.5016,18.9592
21,4,20.0002,19.4309,18.7982
22,1,18.7982,20.9373,19.7554
22,2,19.4571,20.3899,18.7982
22,3,18.7982,21.2018,18.7982
22,4,18.7982,20.0807,18.7982
23,1,20.8577,19.5711,21.1607
23,2,20.3786,19.425,20.4285
23,3,20.292,20.288,20.2574
23,4,19.8164,20.2994,21.1831
24,1,20.1844,20.4926,18.9628
24,2,21.2018,19.7258,18.7982
24,3,20.6848,19.7512,19.3524
24,4,20.0027,19.3025,18.7982
25,1,19.4854,20.3814,20.175
25,2,20.2997,20.4771,20.1444
25,3,19.8134,20.3034,21.1984
25,4,19.7079,19.5677,20.1795
26,1,18.7982,19.5874,21.2018
26,2,19.7701,20.1508,21.0101
26,3,18.8022,19.6773,20.3108
26,4,18.7982,20.4047,21.2018
27,1,19.5458,19.3002,21.033
27,2,18.7982,19.5874,21.2018
27,3,18.7982,19.1255,20.0032
27,4,18.7982,18.7982,21.2018
28,1,20.0533,18.7982,19.7602
28,2,19.9443,19.139,19.289
28,3,18.9243,19.3838,19.5797
28,4,19.9078,20.0298,20.0948
29,1,19.8104,21.2018,21.2018
29,2,18.8971,21.2018,21.2012
29,3,19.8146,20.3028,21.2018
29,4,19.5339,20.4922,20.3404
30,1,19.76,18.7982,21.0022
30,2,19.1161,19.7136,20.5375
30,3,20.0446,19.4878,19.9568
30,4,20.0431,19.2778,21.2018
31,1,20.3699,20.4567,20.3599
31,2,19.5055,20.393,20.2516
31,3,19.827,20.3042,21.2018
31,4,19.8104,21.2018,21.2018
32,1,19.8104,21.2018,21.2018
32,2,19.827,20.3042,21.2018
32,3,20.37,20.4569,20.3596
32,4,20.7459,21.2018,21.2018
33,1,19.9583,19.3028,19.6074
33,2,20.0932,18.7982,20.0876
33,3,21.085,18.7982,19.2714
33,4,20.5874,19.7194,20.0145
34,1,20.0919,18.7982,20.0733
34,2,19.9581,19.3037,19.6066
34,3,19.936,18.7982,18.7982
34,4,21.0896,18.8012,19.2642
35,1,20.2909,20.3337,18.7982
35,2,20.2636,21.2018,19.6757
35,3,21.2018,21.2018,18.7982
35,4,20.2734,21.2018,18.7982
36,1,18.7982,20.4312,19.8703
36,2,18.7982,19.5277,20.0782
36,3,18.7982,20.3156,21.0926
36,4,19.4527,20.5747,20.0304
37,1,19.8171,20.311,21.2018
37,2,19.5502,19.4193,21.2018
37,3,19.7743,19.6337,20.1112
37,4,20.42,19.8903,21.1903
38,1,18.9146,19.3658,19.571
38,2,20.0003,18.8061,19.7456
38,3,19.2867,19.5537,20.3053
38,4,19.8791,20.0382,20.0882
39,1,21.2018,20.6898,19.3268
39,2,21.1469,21.0091,18.7982
39,3,21.2018,19.7258,18.7982
39,4,20.1385,20.2135,18.7982
40,1,20.1454,20.0979,20.1698
40,2,19.5719,20.2719,20.0197
40,3,20.1065,21.2018,20.0389
40,4,20.1867,20.6119,18.9934
41,1,19.8643,19.5731,18.7982
41,2,19.2514,19.9536,18.8296
41,3,19.6386,20.8377,18.7982
41,4,19.6743,20.3176,19.8276
42,1,18.7982,20.0807,18.7982
42,2,18.7982,19.7271,20.0139
42,3,19.7974,19.6551,19.4842
42,4,19.2015,20.464,19.1681
43,1,20.932,19.9889,20.6346
43,2,21.2018,19.8135,20.1141
43,3,19.999,19.4235,19.9564
43,4,21.0751,18.7982,20.274
44,1,21.2018,19.5763,20.4766
44,2,21.2018,18.7982,20.3009
44,3,21.2018,18.7982,21.2018
44,4,20.193,18.7982,20.4065
45,1,20.3374,19.5311,20.1669
45,2,20.6266,18.7982,20.2913
45,3,19.3852,18.7984,20.6212
45,4,19.4266,18.7982,19.833
46,1,19.7251,20.3578,19.7653
46,2,20.1908,20.4308,18.7982
46,3,20.1453,21.2018,19.5689
46,4,19.5399,21.019,18.7982
47,1,20.0597,20.3628,20.6492
47,2,21.1032,20.6226,21.2018
47,3,20.4133,20.2061,20.2015
47,4,20.8762,19.5447,21.2006
48,1,18.7982,20.4047,21.2018
48,2,18.7982,20.4267,19.9174
48,3,19.4928,20.5498,20.3958
48,4,18.7982,21.2018,20.9418
49,1,19.5644,20.2789,20.007
49,2,20.1126,20.1113,20.1536
49,3,20.2189,20.5964,19.0148
49,4,19.7274,19.5645,19.057
50,1,21.2018,21.2018,20.2426
50,2,20.0753,21.2018,19.7008
50,3,20.3594,20.3057,19.8717
50,4,20.1429,21.2018,20.4339
51,1,21.2018,19.9411,19.7986
51,2,21.2018,19.9326,20.7224
51,3,21.2018,20.7776,20.4651
51,4,20.2934,20.0288,19.9511
52,1,18.8843,19.3744,19.5537
52,2,18.7982,18.7982,19.9389
52,3,20.0041,18.7982,19.7358
52,4,19.2327,19.6158,20.3574
53,1,20.2335,20.5107,18.9647
53,2,21.0115,20.9882,19.6376
53,3,20.4004,20.2799,19.8903
53,4,20.0717,21.2018,19.6992
54,1,19.7024,21.2018,19.1438
54,2,18.7982,21.2018,19.6906
54,3,20.0597,21.1565,19.9284
54,4,19.4533,20.4309,19.059
55,1,18.7982,19.9119,19.9898
55,2,19.3296,20.9206,19.9141
55,3,19.4951,20.387,19.021
55,4,18.7993,21.1638,19.702
56,1,19.0115,20.119,18.7982
56,2,18.839,18.8461,18.7982
56,3,19.9227,19.5357,18.7982
56,4,19.8772,19.3535,19.3592
57,1,20.881,21.2018,21.2018
57,2,21.2018,20.6324,21.2018
57,3,20.3115,20.4066,20.3729
57,4,21.2018,21.2018,20.2426
58,1,18.7982,19.7219,20.0316
58,2,18.7982,20.0807,18.7982
58,3,18.7982,20.937,19.7552
58,4,19.3035,20.5747,19.2146
59,1,19.6018,20.3864,20.2478
59,2,20.0201,21.2018,20.378
59,3,19.8104,21.2018,21.2018
59,4,18.8389,21.2018,20.8827
60,1,18.8389,21.2018,20.8827
60,2,19.5566,21.2018,19.8419
60,3,19.6018,20.3864,20.2478
60,4,20.0201,21.2018,20.378
61,1,19.9584,18.7982,21.2018
61,2,20.9045,19.5133,21.2018
61,3,20.193,18.7982,20.4065
61,4,21.2018,18.7982,21.2018
62,1,19.936,18.7982,18.7982
62,2,18.8171,18.8321,18.7982
62,3,19.7363,18.9486,19.6729
62,4,19.9008,19.5218,18.7982
63,1,20.9045,19.5133,21.2018
63,2,20.193,18.7982,20.4065
63,3,21.2018,18.7982,21.2018
63,4,21.2018,19.5763,20.4766
64,1,20.7942,20.473,20.7408
64,2,21.2018,19.5682,20.6182
64,3,20.8698,19.5108,21.2018
64,4,20.2094,19.5256,20.1001
65,1,20.2362,20.3898,18.7982
65,2,19.6649,20.3544,19.8785
65,3,19.8447,19.683,18.7982
65,4,19.619,20.9476,18.7982
