tetra,vertex,x,y,z
1,1,20.3946,20.3946,19.6054
1,2,19.6054,19.6054,20.3946
1,3,19.6054,20.3946,20.3946
1,4,20.3946,19.6054,20.3946
2,1,19.6081,20.3926,20.385
2,2,20.3914,20.3926,19.6086
2,3,20.3919,19.6074,19.615
2,4,19.6086,19.6074,20.3914
3,1,20.3915,20.3926,19.6085
3,2,20.3919,19.6074,19.615
3,3,19.6089,19.6074,20.3912
3,4,19.608,20.3926,20.3851
4,1,20.3946,20.3946,19.6054
4,2,19.6054,19.6054,20.3946
4,3,19.6054,20.3946,19.6054
4,4,20.3946,19.6054,19.6054
5,1,19.6083,20.3926,20.3848
5,2,20.3913,20.3926,19.6087
5,3,20.392,19.6074,19.6149
5,4,19.6084,19.6074,20.3916
