tetra,vertex,x,y,z
1,1,19.7898,19.5546,20.2102
1,2,19.5546,20.4454,20.4454
1,3,20.4454,20.4454,19.5546
1,4,20.4454,19.5546,20.4454
2,1,20.4454,20.4454,19.5546
2,2,19.5546,19.5546,19.5546
2,3,19.5546,20.4454,20.4454
2,4,19.5546,20.4454,19.5546
3,1,20.4454,20.4454,20.4454
3,2,19.5546,20.4454,20.4454
3,3,20.4454,19.5546,20.4454
3,4,20.4454,20.4454,19.5546
4,1,19.5546,20.4454,20.4454
4,2,19.7926,19.5546,20.2074
4,3,19.5546,19.5546,19.5546
4,4,20.4454,20.4454,19.5546
5,1,20.4454,19.5546,19.5546
5,2,19.5546,19.5546,19.5546
5,3,20.4454,20.4454,19.5546
5,4,20.4454,19.5546,20.4454
