tetra,vertex,x,y,z
1,1,0.17475,-0.43319,-2.23468
1,2,-0.0311491,0.106197,-3.05117
1,3,-0.189423,-0.8812,-3.05117
1,4,0.744825,-0.524571,-3.05117
2,1,-0.397394,-0.815469,-3.05117
2,2,-0.743248,-0.414936,-2.20267
2,3,0.152023,-0.860231,-2.21683
2,4,0.0213427,0.014704,-2.6831
3,1,-0.307734,-0.86062,-1.38481
3,2,-0.669196,-0.596582,-2.27903
3,3,-0.0241187,0.00188115,-1.80393
3,4,0.289135,-0.867045,-2.18712
4,1,-0.00215734,0.0350206,-1.80128
4,2,-0.188651,-0.785679,-1.26122
4,3,-0.896074,-0.0873195,-1.37007
4,4,-0.633659,-0.658668,-2.14769
5,1,-0.632764,-0.659527,-2.14917
5,2,-0.908966,-0.0956407,-1.37088
5,3,-0.860232,0.304595,-2.28599
5,4,-0.0204543,0.0523484,-1.80521
6,1,-0.300951,-0.862705,-1.39405
6,2,0.661958,-0.609955,-1.29959
6,3,0.297321,-0.864272,-2.19534
6,4,0.028637,0.00174491,-1.77366
7,1,-0.784826,-0.375149,-1.27936
7,2,-0.406785,-0.735236,-0.426472
7,3,-0.903403,0.132733,-0.426141
7,4,-0.000279568,0.0735749,-0.851421
8,1,-0.762203,-0.419047,-2.18382
8,2,-0.912299,0.0554702,-3.05117
8,3,0.00308995,0.0250615,-2.64976
8,4,-0.40242,-0.804592,-3.03348
9,1,-0.887987,0.168019,-2.72013
9,2,-0.794408,0.451977,-1.76587
9,3,-0.062004,-0.0662899,-2.20743
9,4,-0.233406,0.88246,-2.47295
10,1,0.167649,-0.394451,-2.24079
10,2,0.864478,0.28384,-2.47393
10,3,0.048686,0.188696,-3.0444
10,4,0.745996,-0.528068,-3.04557
11,1,0.0280945,0.0177523,-2.0114
11,2,0.877932,-0.213841,-2.48484
11,3,0.157509,-0.90031,-2.38611
11,4,0.682481,-0.607936,-1.58679
12,1,-0.709287,0.576437,-1.35636
12,2,-0.862145,0.106251,-0.487128
12,3,-0.812797,-0.418005,-1.33726
12,4,0.0117564,0.00614993,-0.962819
13,1,0.0878241,-0.0680531,-0.433366
13,2,-0.203113,0.888662,-0.426141
13,3,-0.334232,0.332368,-1.24671
13,4,-0.886209,0.158351,-0.431216
14,1,-0.115901,-0.0941236,-2.23327
14,2,0.31645,0.285479,-3.05117
14,3,-0.663022,0.0838903,-3.05117
14,4,-0.309609,0.847049,-2.51017
15,1,-0.521686,0.750473,-0.951703
15,2,-0.00783945,-5.3929e-05,-1.36723
15,3,-0.0387387,0.893243,-1.81564
15,4,-0.856677,0.318547,-1.78909
16,1,-0.285108,0.257859,-1.21558
16,2,-0.1759,0.861892,-0.426141
16,3,0.603081,0.675946,-1.02498
16,4,0.249993,-0.0428821,-0.426141
17,1,0.0373554,0.00691524,-0.788571
17,2,-0.752255,-0.38837,-1.25789
17,3,0.135044,-0.847787,-1.29841
17,4,-0.00510201,0.0130351,-1.78765
18,1,-0.000533819,0.0191492,-0.791553
18,2,-0.41556,-0.814049,-0.426141
18,3,0.107661,-0.848027,-1.27766
18,4,-0.783428,-0.394707,-1.2561
19,1,-0.00384133,-0.038014,-1.88
19,2,0.8573,-0.292289,-2.32021
19,3,0.62479,-0.667086,-1.42274
19,4,0.863454,0.299689,-1.51428
20,1,-0.00113124,0.0223617,-0.789435
20,2,-0.389321,-0.824591,-0.426141
20,3,0.601347,-0.688294,-0.426141
20,4,0.116984,-0.836164,-1.28842
21,1,0.622056,0.669637,-2.4166
21,2,0.864637,-0.29626,-2.32609
21,3,0.858267,0.295335,-1.51988
21,4,-0.00301205,0.0379722,-1.95802
22,1,-0.530228,0.743898,-0.934162
22,2,-0.00951048,0.00981219,-1.37002
22,3,-0.0559582,0.912269,-1.79829
22,4,0.468687,0.784665,-0.956592
23,1,0.139293,-0.873938,-1.28373
23,2,0.0549731,-0.0175146,-0.774388
23,3,0.872796,-0.195318,-1.3217
23,4,-0.000856592,-0.0130387,-1.77282
24,1,0.526527,0.747085,-2.05965
24,2,-0.137425,0.903593,-2.79086
24,3,0.757328,0.510949,-3.00357
24,4,0.0800719,-0.0294441,-2.50427
25,1,-0.0183798,-0.00485797,-1.36799
25,2,0.192408,0.886837,-1.76855
25,3,-0.729067,0.507135,-1.85047
25,4,0.0272505,0.0987567,-2.36156
26,1,0.456114,0.753024,-1.32604
26,2,-0.00218737,0.018298,-0.825899
26,3,0.84668,-0.167538,-1.32076
26,4,0.00311143,0.0148164,-1.82588
27,1,0.0322142,-0.0192623,-1.82103
27,2,0.882657,0.218173,-1.35159
27,3,0.681163,0.609413,-2.24955
27,4,0.157842,0.900252,-1.44859
28,1,0.848159,0.340577,-0.426141
28,2,0.789794,-0.160901,-1.28934
28,3,0.596087,-0.627131,-0.426141
28,4,-0.0428694,0.0559959,-0.7798
29,1,-0.0231903,0.0362991,-0.816818
29,2,0.83613,-0.157002,-1.29032
29,3,0.842917,0.353352,-0.430382
29,4,0.480839,0.777278,-1.26056
30,1,0.550492,0.711134,-2.02809
30,2,-0.428067,0.581228,-1.86825
30,3,-0.105591,0.907864,-2.75668
30,4,0.0651999,-0.0376581,-2.47954
