tetra,vertex,x,y,z
1,1,-0.714529,0.0112689,-0.446184
1,2,-0.0113718,0.144066,0.252144
1,3,-0.844247,0.697415,0.269467
1,4,-0.161185,0.844136,-0.446184
2,1,-0.208214,-0.0465029,-0.0478959
2,2,-1.07507,-0.234812,0.413716
2,3,-1.06655,0.281806,-0.442503
2,4,-0.856063,-0.695763,-0.446184
3,1,-0.433645,-1.0143,0.457353
3,2,-1.07415,-0.251231,0.543734
3,3,-0.185762,-0.111329,0.106367
3,4,-0.890477,-0.65081,-0.354431
4,1,0.0579093,-1.10163,-0.446184
4,2,-0.281991,-0.634649,0.370349
4,3,-0.0476638,-0.107248,-0.446184
4,4,-0.856064,-0.695765,-0.446184
5,1,-0.916232,-0.614038,0.546534
5,2,-0.70839,-0.845642,1.4969
5,3,-1.10167,0.0463605,1.27419
5,4,-0.158049,-0.162533,1.01704
6,1,-0.210527,-0.030132,0.91984
6,2,-0.153671,-0.041622,-0.0782991
6,3,-1.01829,-0.257351,0.375619
6,4,-0.668829,0.679552,0.384743
7,1,-1.07612,-0.233696,0.4139
7,2,-0.208869,-0.0466435,-0.0475371
7,3,-0.710528,0.696975,0.394518
7,4,-1.0665,0.28198,-0.442799
8,1,-0.296397,-0.607866,0.355138
8,2,0.386524,0.122285,0.331364
8,3,0.411607,-0.608377,-0.350946
8,4,-0.31884,0.0741196,-0.375895
9,1,-0.120479,1.09655,-0.446182
9,2,0.070816,1.10087,0.535331
9,3,-0.0463705,0.232951,0.0524608
9,4,0.769092,0.788779,-0.108998
10,1,-0.0855829,0.14666,0.269348
10,2,0.485075,-0.617341,0.57055
10,3,-0.51104,-0.705456,0.57432
10,4,-0.0595339,-0.107169,1.2362
11,1,-0.0916066,-0.109955,1.23904
11,2,0.447745,-0.621252,0.569965
11,3,-0.548693,-0.70545,0.578443
11,4,-0.00696625,-1.1031,1.31904
12,1,0.445664,0.733881,-0.446184
12,2,-0.412042,0.219331,-0.44618
12,3,0.462309,-0.265821,-0.446184
12,4,0.165114,0.228665,0.370324
13,1,-0.161283,-0.120017,0.980505
13,2,-1.10216,0.0467214,1.27461
13,3,-0.794965,0.365033,0.377817
13,4,-0.915467,-0.613299,0.546877
14,1,-0.00926552,0.131125,0.265507
14,2,0.0531802,1.10186,0.497533
14,3,-0.126035,0.823896,-0.446183
14,4,-0.830249,0.702008,0.253042
15,1,0.131466,0.185716,0.480152
15,2,0.457925,-0.00246361,-0.446184
15,3,1.10307,0.0131637,0.317882
15,4,0.686074,0.863844,-0.00188993
16,1,0.647776,0.888971,0.0353932
16,2,-0.111659,1.0962,0.65208
16,3,0.680729,0.587063,0.98815
16,4,0.0440171,0.156047,0.348791
17,1,0.202379,-0.0711124,-0.0283816
17,2,0.711821,-0.842754,-0.409114
17,3,1.02821,-0.39963,0.429706
17,4,1.09875,0.0786889,-0.445677
18,1,-0.40554,-1.0259,0.767195
18,2,-0.771846,-0.788141,1.66682
18,3,-0.098939,-0.192821,1.22776
18,4,0.177849,-1.08802,1.57699
19,1,-1.06667,0.240495,0.983998
19,2,-0.721105,0.834831,0.25804
19,3,-0.106898,0.186686,0.707904
19,4,-0.439971,0.987882,1.2053
20,1,0.120377,-0.141577,0.359212
20,2,-0.0458634,-0.957079,-0.195087
20,3,0.350667,-1.04593,0.718699
20,4,0.890655,-0.650899,-0.0244773
21,1,0.385766,-1.03349,0.805099
21,2,0.00119917,-1.10313,-0.115398
21,3,-0.585131,-0.849433,0.653591
21,4,0.103725,-0.207232,0.316812
22,1,-0.112994,0.207086,0.719953
22,2,-1.08504,0.16987,0.952511
22,3,-0.395149,0.0836412,1.67119
22,4,-0.537264,0.963451,1.21795
23,1,-0.0221346,0.103314,0.296606
23,2,-0.364989,0.0693114,1.23535
23,3,0.501155,-0.373131,1.00307
23,4,0.437064,0.624773,1.01587
24,1,1.10226,0.0438513,0.302541
24,2,0.131542,0.19388,0.490587
24,3,0.823028,0.734542,0.969637
24,4,0.657495,0.885056,-0.00496296
25,1,-1.08503,0.197532,1.15033
25,2,-0.533581,0.264446,1.9818
25,3,-0.170212,-0.205896,1.17772
25,4,-0.914109,-0.617527,1.70409
26,1,0.011227,0.140633,0.345388
26,2,-0.304497,0.340888,1.27285
26,3,-0.263115,1.07051,0.590301
26,4,0.581486,0.684388,0.961201
27,1,-0.977986,0.348624,1.73548
27,2,-1.08819,-0.180924,2.57671
27,3,-0.893062,-0.647592,1.71396
27,4,-0.185824,-0.0950613,2.15455
28,1,0.556341,-0.453475,1.1508
28,2,1.10154,0.0595424,0.487894
28,3,0.723458,-0.832791,0.240823
28,4,0.116481,-0.0456257,0.350893
29,1,-0.869789,-0.678524,1.71275
29,2,0.0774334,-0.99671,1.75065
29,3,-0.482027,-0.992263,2.57948
29,4,-0.175993,-0.128908,2.17807
30,1,0.645491,-0.894566,1.86288
30,2,0.133306,-0.168799,1.40372
30,3,0.964308,-0.535765,0.985678
30,4,0.136021,-1.09473,1.02596
31,1,0.55331,-0.414556,1.0867
31,2,0.0714245,0.000791413,0.315213
31,3,1.06224,0.105559,0.400908
31,4,0.452567,0.579083,1.03664
32,1,-0.177134,-0.117594,2.16556
32,2,-1.08784,-0.183098,2.57327
32,3,-0.890733,-0.650784,1.71152
32,4,-0.485532,-0.981348,2.56402
33,1,-0.167331,-0.141378,2.1748
33,2,-0.797945,-0.572248,1.52929
33,3,0.0558002,-0.168636,1.20036
33,4,0.0761247,-1.00919,1.74167
34,1,-0.145061,-1.09357,2.20384
34,2,0.0361734,-0.212326,1.76734
34,3,0.302962,-1.06073,1.31039
34,4,0.793577,-0.757149,2.12724
35,1,-0.851194,0.701715,2.19538
35,2,-0.434155,1.01412,1.3417
35,3,-0.167022,0.135087,1.73647
35,4,-1.07525,0.246507,1.33356
36,1,0.0423801,-0.786375,2.58518
36,2,0.537595,0.0826754,2.58518
36,3,-0.462508,0.0767934,2.58519
36,4,0.0390395,-0.208817,1.76888
37,1,0.43528,0.971972,1.70105
37,2,-0.428214,1.01552,2.20354
37,3,-0.182057,0.185308,1.70335
37,4,-0.431148,1.01485,1.20355
38,1,0.116265,0.606743,1.72472
38,2,-0.757954,0.588829,2.2104
38,3,0.0319769,0.102745,2.58426
38,4,-0.419416,-0.236888,1.75924
39,1,-0.331923,-0.27812,1.84348
39,2,-0.445156,0.574182,1.3326
39,3,0.263979,-0.0783596,1.06589
39,4,0.357826,0.44262,1.91415
40,1,0.0738702,0.203213,1.29183
40,2,0.490629,0.988038,1.75052
40,3,0.931701,0.585789,0.948329
40,4,0.0792485,1.09836,0.845879
41,1,0.0367889,-0.194722,1.74362
41,2,0.0239041,-0.791073,2.54636
41,3,0.527143,0.0729047,2.57317
41,4,0.864428,-0.685345,2.01527
42,1,0.243979,-0.135893,1.18867
42,2,0.237282,0.0119051,2.17783
42,3,0.455739,0.767908,1.5606
42,4,1.10305,0.0147713,1.67743
43,1,0.124403,0.110855,2.17852
43,2,0.900154,0.637695,2.52579
43,3,0.988804,0.118446,1.67584
43,4,0.418884,0.939762,1.70286
44,1,0.0283777,0.103333,2.58519
44,2,0.0140107,1.10306,2.58519
44,3,-0.756394,0.59231,2.20396
44,4,0.121462,0.604944,1.72492
45,1,1.10179,0.0547805,1.67687
45,2,0.207317,0.0721074,1.23009
45,3,1.00587,0.452952,0.76449
45,4,0.924524,-0.535964,0.889679
46,1,0.197364,0.07761,1.22667
46,2,0.999457,0.466926,0.773827
46,3,0.607103,0.920968,1.57386
46,4,1.08888,0.0510313,1.67894
47,1,1.04666,-0.348487,2.5822
47,2,0.215689,0.06661,2.21164
47,3,0.633202,-0.715371,1.74883
47,4,1.08608,0.175961,1.73165
48,1,0.979081,-0.508264,0.930411
48,2,0.182205,-0.111857,1.38627
48,3,1.09649,0.0275511,1.76666
48,4,0.670265,-0.87617,1.80747
49,1,0.0762562,0.195504,2.16677
49,2,0.457903,0.990929,1.69587
49,3,0.898634,0.639828,2.52195
49,4,0.0140322,1.10168,2.58519
50,1,0.956136,-0.32922,2.58325
