tetra,vertex,x,y,z
1,1,20.6679,20.3809,20.6679
1,2,20.6679,19.3321,20.6679
1,3,20.5253,19.7612,19.8339
1,4,19.8537,19.8542,20.6341
2,1,19.3321,19.8805,19.3332
2,2,20.0823,19.8189,19.9107
2,3,19.3321,19.3321,20.2272
2,4,19.3321,20.3639,20.264
3,1,20.2338,20.5657,19.6088
3,2,19.6182,19.7583,19.3458
3,3,19.3321,20.6679,19.3321
3,4,19.4291,20.2971,20.2256
4,1,19.6197,19.7877,19.3798
4,2,20.3019,19.8397,20.1748
4,3,19.4636,20.3054,20.1952
4,4,20.2712,20.5833,19.5864
5,1,19.8757,20.1543,19.4256
5,2,20.6679,19.6191,19.3321
5,3,20.6679,20.6679,19.3321
5,4,20.5896,20.2019,20.1924
6,1,20.5348,20.199,20.1347
6,2,20.011,19.4081,20.145
6,3,20.6679,19.5316,19.3368
6,4,19.8924,20.1521,19.4382
7,1,19.6522,19.7794,20.5778
7,2,19.7955,20.5236,19.8527
7,3,19.3321,20.6679,20.6679
7,4,20.3645,20.5439,20.6679
8,1,20.4968,19.3321,19.3321
8,2,19.448,19.3321,19.3321
8,3,19.9724,19.4978,20.1051
8,4,19.9143,20.2043,19.3321
9,1,20.6679,20.6679,19.7292
9,2,19.7222,20.6679,19.8047
9,3,20.3264,20.6679,20.662
9,4,20.23,19.8421,20.205
10,1,19.7822,20.1244,20.3356
10,2,19.8393,19.3321,19.8169
10,3,20.3809,19.3321,20.6679
10,4,19.3321,19.3321,20.6679
