tetra,vertex,x,y,z
1,1,20.2024,20.9648,19.2621
1,2,19.5585,19.831,19.2625
1,3,19.8203,20.3024,20.2504
1,4,20.2065,19.8676,19.9506
2,1,20.2167,19.8887,19.9763
2,2,20.3839,21.1719,19.8166
2,3,20.7914,20.7644,19.4137
2,4,21.125,20.4583,20.2806
3,1,18.8175,20.1534,20.3638
3,2,19.911,20.2097,20.4395
3,3,19.8045,19.9179,19.7022
3,4,19.1699,19.4181,20.7256
4,1,20.0517,18.7674,19.8205
4,2,19.3523,19.0058,20.3824
4,3,19.0023,19.2665,19.8558
4,4,19.9528,19.9884,20.267
5,1,19.4266,21.0601,20.319
5,2,19.7479,19.9337,19.7462
5,3,18.8087,20.1433,20.3385
5,4,19.9754,20.2078,20.4306
6,1,20.2564,20.5489,21.0896
6,2,19.7192,20.0591,21.2132
6,3,20.8559,19.7836,20.8803
6,4,19.9601,20.1603,20.148
7,1,19.7144,18.8815,19.5292
7,2,20.1789,19.8836,19.9739
7,3,19.2552,19.481,19.1466
7,4,20.3962,19.1472,19.1815
8,1,20.0627,20.644,18.9344
8,2,20.2167,19.8887,19.9763
8,3,20.3839,21.1718,19.8166
8,4,20.7914,20.7644,19.4137
9,1,20.1274,19.3232,18.9608
9,2,20.2118,19.879,19.9809
9,3,20.5325,20.1294,18.8802
9,4,21.1079,19.8469,19.4493
10,1,20.8069,19.1342,20.392
10,2,19.9199,19.1212,20.8807
10,3,20.8369,19.7652,20.8938
10,4,20.0551,19.5702,19.9092
11,1,20.2687,20.5381,21.092
11,2,19.8801,20.2677,20.1833
11,3,20.6542,20.902,20.5593
11,4,20.8559,19.7836,20.8803
12,1,20.0613,19.5908,19.8646
12,2,19.9199,19.1212,20.8807
12,3,20.8559,19.7835,20.8803
12,4,19.9608,20.16,20.1485
13,1,18.9033,20.4448,20.392
13,2,19.5803,21.144,20.2636
13,3,19.3745,20.8916,19.3932
13,4,19.7059,20.1072,19.8302
14,1,21.0976,19.4951,20.3076
14,2,21.126,19.9324,19.4692
14,3,20.2,19.8795,19.9879
14,4,21.1377,20.4555,20.2291
15,1,20.5,20.7506,20.8608
15,2,19.7435,20.0824,21.2172
15,3,19.972,20.3446,20.2042
15,4,19.4147,20.8711,20.673
16,1,19.2539,19.4813,19.1464
16,2,20.0655,20.4003,19.4638
16,3,19.9603,20.2882,18.7877
16,4,20.171,19.1521,19.1022
17,1,19.1699,19.4181,20.7256
17,2,18.8174,20.1534,20.3638
17,3,19.0002,19.2593,19.9223
17,4,19.8045,19.9179,19.7022
18,1,19.1714,19.4196,20.7287
18,2,19.02,19.2368,19.8942
18,3,19.8659,19.0795,20.83
18,4,19.9601,20.0849,20.2058
19,1,20.8359,20.754,19.4644
19,2,19.94,20.5848,18.9006
19,3,20.2244,19.8979,19.9717
19,4,20.5381,20.1393,18.8841
20,1,19.9217,19.1209,20.8805
20,2,20.0162,19.623,19.8236
20,3,20.7489,19.1156,20.4596
20,4,20.0515,18.7671,19.8225
21,1,19.7188,20.2737,20.04
21,2,20.5054,20.7483,20.8596
21,3,19.8042,20.9053,20.8345
21,4,20.3675,21.1712,19.7818
22,1,19.5804,21.1439,20.2639
22,2,19.704,20.1229,19.8368
22,3,19.3745,20.8917,19.3934
22,4,20.3488,21.1883,19.8567
23,1,20.2237,19.8997,19.969
23,2,19.94,20.5848,18.9006
23,3,20.1239,19.3173,18.9642
23,4,20.5371,20.1402,18.8837
24,1,21.0976,19.4951,20.3076
24,2,20.6912,19.0631,19.5541
24,3,20.2,19.8795,19.9879
24,4,21.126,19.9323,19.4692
25,1,20.8559,19.7836,20.8803
25,2,19.9215,20.3017,20.2034
25,3,20.6543,20.9018,20.5594
25,4,21.1832,20.3089,20.2427
26,1,18.8194,20.2222,20.3332
26,2,19.9484,20.2497,20.4251
26,3,19.1699,19.4181,20.7257
26,4,19.6516,20.2402,21.1727
27,1,19.8659,19.0795,20.8301
27,2,19.9677,20.1491,20.1682
27,3,19.5565,20.1142,21.1595
27,4,20.2479,19.9062,21.2182
28,1,21.1079,19.8469,19.4493
28,2,20.5325,20.1294,18.8802
28,3,20.2115,19.8791,19.981
28,4,20.8382,20.7608,19.4777
29,1,20.5524,20.9527,20.5844
29,2,21.1403,20.4071,20.2968
