tetra,vertex,x,y,z
1,1,20.1362,20.8449,20.2521
1,2,19.5793,20.4846,19.3803
1,3,20.6569,20.3205,19.4885
1,4,20.0692,19.9712,20.0726
2,1,19.1237,20.0073,20.1669
2,2,19.7111,19.515,20.6908
2,3,20.1001,19.8306,19.9498
2,4,19.8208,20.6034,20.6322
3,1,20.0692,19.9712,20.0726
3,2,19.2557,19.5623,19.7758
3,3,20.0852,19.5215,19.2519
3,4,19.5793,20.4846,19.3803
4,1,19.2557,19.5623,19.7758
4,2,20.0692,19.9712,20.0726
4,3,19.5793,20.4846,19.3803
4,4,19.2774,20.3131,20.4193
5,1,19.6588,19.4618,19.3757
5,2,19.3774,19.8634,20.2534
5,3,20.1968,19.1785,20.2869
5,4,20.3526,19.8802,19.7546
6,1,20.055,19.786,20.0345
6,2,20.6908,20.1578,20.5421
6,3,20.6614,20.2827,19.4722
6,4,20.1362,20.8449,20.2521
7,1,20.0044,20.8416,20.2959
7,2,20.6908,20.1578,20.5421
7,3,19.6748,19.9431,20.8288
7,4,20.055,19.786,20.0345
8,1,20.0852,19.5215,19.2519
8,2,19.5793,20.4846,19.3803
8,3,20.6569,20.3205,19.4885
8,4,20.0692,19.9712,20.0726
9,1,19.5793,20.4846,19.3803
9,2,20.1362,20.8449,20.2521
9,3,19.2774,20.3131,20.4193
9,4,20.0692,19.9712,20.0726
10,1,20.6095,20.0874,20.6456
10,2,19.7452,19.5379,20.2802
10,3,20.5688,19.3129,20.0137
10,4,20.4023,20.0862,19.5964
