tetra,vertex,x,y,z
1,1,20.8119,21.2292,21.2291
1,2,21.2292,21.2291,20.0619
1,3,21.2292,20.8061,21.0475
1,4,20.1297,20.674,20.4252
2,1,18.7722,21.2286,20.3609
2,2,19.0538,20.3866,19.7361
2,3,19.9766,21.2278,20.1566
2,4,19.8485,20.4595,20.3491
3,1,19.9719,20.4219,18.771
3,2,19.8819,20.5673,19.805
3,3,19.3288,19.4427,19.3853
3,4,20.3309,20.1667,19.63
4,1,18.7708,19.5741,20.0856
4,2,19.397,19.6979,19.2059
4,3,19.0533,19.006,20.2796
4,4,18.7724,18.7708,19.0347
5,1,21.229,21.2291,20.0616
5,2,19.9146,21.2292,19.9545
5,3,20.0672,20.7016,20.4076
5,4,20.4406,20.1888,19.8466
6,1,19.8695,19.6632,20.7298
6,2,19.4583,19.8612,19.4882
6,3,19.4879,18.7708,19.9958
6,4,19.0685,19.0445,20.2995
7,1,21.2292,20.1944,20.5706
7,2,21.2292,21.0139,20.0562
7,3,21.2292,19.7851,19.8098
7,4,20.3814,20.0882,20.4735
8,1,21.2292,21.0827,20.0699
8,2,21.2292,19.7857,19.8097
8,3,21.2292,20.8514,19.3821
8,4,20.3792,20.1208,19.8282
9,1,20.0136,21.2273,19.9234
9,2,20.8415,20.5485,19.6756
9,3,20.2314,20.5725,18.7949
9,4,20.3724,20.1453,19.8503
10,1,18.7708,19.3999,21.2292
10,2,19.8964,19.3698,21.2282
10,3,19.1135,18.9942,20.2303
10,4,18.7708,18.7708,21.2292
11,1,18.772,18.7709,18.9865
11,2,19.4797,19.7558,19.515
11,3,19.9323,18.7708,19.6194
11,4,19.4881,18.7708,19.9959
12,1,19.4879,18.7708,19.9957
12,2,19.0707,19.0332,20.2801
12,3,18.789,18.7709,19.0145
12,4,19.4809,19.7876,19.5017
13,1,20.1693,20.7478,19.8097
13,2,19.587,20.865,18.7708
13,3,20.3778,19.9559,18.7708
13,4,20.0189,21.2292,18.7708
14,1,20.7406,21.0068,21.2291
14,2,19.9892,20.3437,20.3656
14,3,20.4147,19.9606,21.2292
14,4,19.7026,20.1869,21.2292
15,1,20.0992,20.6587,20.4353
15,2,21.2292,21.2292,20.0617
15,3,20.8608,21.2292,21.0891
15,4,20.0207,21.2292,20.0672
16,1,20.4821,18.7708,21.2292
16,2,19.7217,18.7708,21.0259
16,3,20.6858,19.5246,20.9899
16,4,20.3428,18.7708,19.9583
17,1,19.9664,19.3683,21.2292
17,2,19.064,19.1019,20.3007
17,3,19.7662,20.1096,20.7919
17,4,19.2577,20.0241,21.2292
18,1,19.6065,20.0048,19.5983
18,2,19.0679,19.5792,18.7708
18,3,18.8229,20.6765,18.7709
18,4,18.7708,19.5024,19.3774
19,1,18.7714,21.2292,18.7709
19,2,19.2441,20.1425,19.3584
19,3,19.4254,21.2292,18.7708
19,4,19.6432,21.2292,19.7658
20,1,21.2292,18.7708,21.2292
20,2,20.7566,19.6901,21.1974
20,3,21.2292,19.5605,20.7322
20,4,20.4163,18.895,20.1964
21,1,20.3498,20.1037,19.755
21,2,20.9096,20.5433,19.5079
21,3,20.2048,20.5714,18.7708
21,4,20.4991,19.5253,18.7708
22,1,18.7708,21.2292,19.6766
22,2,19.6431,21.2292,19.7657
22,3,18.7713,21.2292,18.7708
22,4,18.9819,20.3343,19.0508
23,1,19.7212,18.7708,21.0267
23,2,20.71,19.5374,20.9758
23,3,20.3396,18.7708,19.9637
23,4,19.761,19.1422,20.2655
24,1,19.6282,19.722,19.6369
24,2,20.9291,19.4822,19.6438
24,3,20.0657,18.9866,19.3934
24,4,20.3189,19.4911,18.7715
25,1,20.6192,19.2626,21.2127
25,2,19.8651,20.0462,21.1128
25,3,20.1996,20.1051,20.2905
25,4,19.7941,19.2749,20.5985
26,1,20.6004,19.2843,21.2059
26,2,20.7549,19.8524,21.2292
26,3,20.3821,20.0071,20.1197
26,4,19.6856,20.2318,21.0911
27,1,20.6333,19.2627,21.2234
27,2,19.9815,20.0933,21.2292
27,3,19.5723,19.2781,20.4335
27,4,19.954,18.7708,21.2292
28,1,21.2279,20.4331,18.8676
28,2,21.2292,20.8322,19.3898
28,3,20.3637,20.1368,19.8243
28,4,21.2292,19.6351,19.8699
29,1,21.2292,19.5936,20.6047
29,2,21.2291,19.4318,21.2292
29,3,21.2288,20.7546,21.2291
29,4,20.373,20.0794,20.4797
30,1,19.6967,19.0134,20.7176
30,2,20.177,20.1502,20.2411
30,3,20.1451,19.4586,19.7872
30,4,20.5371,19.4275,21.0322
31,1,19.6431,21.0892,18.7708
31,2,18.7708,20.9235,18.8104
31,3,19.1562,19.8592,18.7708
31,4,19.506,20.0435,19.4699
32,1,19.2577,20.024,21.2291
32,2,19.0637,19.1019,20.3007
32,3,19.9664,19.3683,21.2292
32,4,18.7708,19.3999,21.2292
33,1,21.229,20.8051,21.0467
33,2,20.811,21.2275,21.2292
33,3,20.0978,20.6478,20.3875
33,4,20.4163,19.9649,21.2292
34,1,20.3462,20.1468,19.8171
34,2,21.2185,20.4206,18.8896
34,3,20.4012,19.4288,18.7882
34,4,20.7343,19.842,19.944
35,1,19.6503,18.7708,18.7709
35,2,19.9322,18.7708,19.6193
35,3,18.7709,18.7709,18.9858
35,4,19.5602,19.6474,19.5432
36,1,19.892,20.5271,21.2292
36,2,18.8676,20.4093,20.4328
36,3,19.6418,21.2292,20.9706
36,4,18.7709,21.2292,21.2292
37,1,18.7709,21.2287,20.3609
37,2,18.7708,19.9121,20.4883
37,3,18.7708,20.7618,19.9073
37,4,19.8476,20.4603,20.3494
38,1,19.8449,20.324,20.4651
38,2,18.7708,20.4359,21.2292
38,3,18.7708,19.5922,20.7097
38,4,18.7708,20.4202,20.4392
39,1,20.015,21.2263,19.9229
39,2,21.1661,21.1876,19.5203
39,3,20.7405,20.6315,19.7059
39,4,20.2267,20.5839,18.8129
40,1,18.7708,18.7708,20.1012
40,2,20.0204,18.7708,19.918
40,3,19.6362,19.3096,20.451
40,4,19.7252,18.7708,21.0116
41,1,19.8186,20.2472,20.3984
41,2,19.6874,21.2292,21.2026
41,3,20.0061,21.2292,20.0509
41,4,20.4742,21.2292,20.6188
42,1,19.3467,19.6874,19.2772
42,2,19.6929,20.1546,20.4652
42,3,19.0499,19.0141,20.2762
42,4,18.7708,19.5421,20.116
43,1,20.7608,19.6927,21.2051
43,2,20.4822,18.7708,21.2292
43,3,20.4113,18.9085,20.1987
43,4,21.2291,18.7708,21.2292
44,1,21.2292,19.624,18.7708
44,2,21.2292,18.7708,18.7708
44,3,21.2289,19.6681,19.6339
44,4,20.2688,19.3792,18.7709
45,1,19.7275,18.7708,18.9257
45,2,20.0398,18.7709,19.9831
45,3,19.5194,19.8377,19.6617
45,4,20.4755,19.2072,19.9256
46,1,19.972,20.4221,18.7708
46,2,19.0599,19.6156,18.7708
46,3,19.6911,20.2118,19.7689
46,4,19.5328,20.8105,18.7708
47,1,19.9514,18.936,19.9288
47,2,19.8705,19.6626,20.7325
47,3,19.5148,19.8352,19.6592
47,4,20.2463,20.2149,20.0939
48,1,18.7708,20.4359,21.2292
48,2,18.8412,20.4147,20.4341
48,3,19.8921,20.5269,21.2292
48,4,18.7709,21.2291,21.2292
49,1,20.0293,21.2292,19.9232
49,2,20.2128,20.5686,18.792
49,3,20.9559,21.2292,19.65
49,4,20.0191,21.2292,18.7711
50,1,19.8164,20.434,20.3605
50,2,18.7708,20.3142,19.5939
50,3,18.7709,19.6767,20.6492
50,4,18.7708,20.7686,19.9026
51,1,21.2292,20.1944,20.5706
51,2,21.2291,20.7667,21.2292
51,3,21.2292,21.0139,20.0563
51,4,20.3814,20.0882,20.4736
52,1,21.2291,18.7708,20.1847
52,2,20.8169,19.9108,20.1574
52,3,19.9741,19.1583,20.3378
52,4,20.2818,18.7708,19.7663
53,1,19.3946,19.9113,18.7708
53,2,20.3664,19.5716,18.7708
53,3,19.6146,19.5123,19.4633
53,4,19.6504,18.7711,18.7708
54,1,19.9338,21.2292,20.1647
54,2,18.7708,21.2292,19.6766
54,3,18.7709,21.2292,20.3613
54,4,19.0692,20.3411,19.7024
55,1,18.8548,20.4064,20.4338
55,2,18.7708,21.2292,21.2291
55,3,18.7708,21.2292,20.3613
55,4,19.7612,21.2292,20.9352
56,1,19.643,21.2292,19.7657
56,2,18.9819,20.3343,19.0508
56,3,18.7708,21.2291,19.6766
56,4,19.2693,20.0059,19.7486
57,1,21.2235,20.8025,21.0359
57,2,20.4157,19.9637,21.2292
57,3,20.0903,20.664,20.3675
57,4,20.4181,20.1848,20.1876
58,1,18.7708,19.575,20.0868
58,2,18.7713,18.7709,19.0365
58,3,18.7708,19.4401,18.7708
58,4,19.5421,19.84,19.1499
59,1,19.5514,19.6407,20.4438
59,2,18.7708,19.5805,20.1131
59,3,18.7751,18.7708,20.2006
59,4,18.7708,19.6023,21.2291
60,1,19.9245,20.4348,21.2292
60,2,19.894,20.4973,20.5401
60,3,18.7708,20.4358,21.2292
60,4,19.3468,19.625,20.3572
61,1,19.7788,20.2704,20.7594
61,2,20.3407,20.2975,20.2308
61,3,19.4324,19.8029,19.5713
61,4,19.5675,19.3766,20.7822
62,1,19.6503,18.7708,18.7708
62,2,20.1962,18.7708,19.3186
62,3,19.6185,19.7251,19.6487
62,4,20.3191,19.4907,18.7708
63,1,19.3964,19.9114,18.7709
63,2,20.4347,19.5479,18.7708
63,3,19.5086,19.5489,19.4644
63,4,20.3369,20.1443,19.6715
64,1,19.9853,19.9984,19.7811
64,2,20.8933,19.6071,20.0129
64,3,21.2292,20.4201,19.937
64,4,20.4321,20.6929,20.5586
65,1,20.7928,20.6313,19.8055
65,2,21.1991,20.3256,18.7708
65,3,20.2913,20.6323,18.8488
65,4,21.2291,21.229,19.5661
66,1,20.4992,19.5255,18.7708
66,2,20.9094,20.5433,19.5077
66,3,20.2072,20.5632,18.7708
66,4,21.1989,20.3255,18.7708
67,1,20.3289,19.4895,18.7708
67,2,19.6168,19.7227,19.6248
67,3,20.9176,19.4886,19.6792
67,4,20.2741,20.2437,19.8562
68,1,21.0578,19.5827,19.6244
68,2,20.4044,18.7709,18.8096
68,3,20.0208,18.7708,19.7481
68,4,20.3041,19.4555,18.8197
69,1,18.7708,20.3142,19.5939
69,2,19.4526,20.488,19.9366
69,3,18.7708,19.6435,20.6928
69,4,18.7708,19.5024,19.3775
70,1,19.3804,19.7941,19.5792
70,2,18.7708,19.5452,19.3543
70,3,18.7708,20.8082,19.7478
70,4,18.7708,20.6202,18.7708
71,1,21.2291,19.6682,19.6341
71,2,21.0549,18.7708,19.4858
71,3,21.2292,18.7708,18.7708
71,4,20.2695,19.3786,18.7708
72,1,19.2359,19.7163,19.6917
72,2,19.6943,20.6922,19.1688
72,3,19.4949,20.9093,19.8992
72,4,20.04,20.4675,20.4258
73,1,19.8681,19.6614,20.7262
73,2,19.9718,18.7709,19.7535
73,3,19.4608,19.861,19.4953
73,4,19.488,18.7709,19.996
74,1,20.2892,19.1791,20.441
74,2,20.3777,20.0721,20.063
74,3,21.2292,19.5141,20.6671
74,4,20.7278,19.7465,21.2292
75,1,19.7309,21.2286,21.045
75,2,19.9768,21.2291,20.1565
75,3,19.8171,20.244,20.4029
75,4,19.0047,20.4625,20.4919
76,1,19.6452,21.2292,21.2286
76,2,20.7092,20.9821,21.2292
76,3,19.9552,20.3179,20.3789
76,4,19.9446,20.3781,21.2292
77,1,21.2292,18.7708,20.1847
77,2,21.2292,18.7708,19.4425
77,3,21.2292,19.6678,19.6341
77,4,20.1671,18.8852,19.7311
78,1,19.6503,18.771,18.7708
78,2,19.3944,19.9112,18.7708
78,3,19.5164,19.5452,19.4663
78,4,18.7708,18.7709,18.984
79,1,21.2292,18.7708,20.1847
79,2,21.2292,19.609,19.6702
79,3,21.0458,19.7672,20.2717
79,4,20.126,19.1299,19.5663
80,1,19.3418,19.8221,19.7645
80,2,20.3619,20.1816,19.6267
80,3,20.1248,20.4967,20.5902
80,4,20.0993,20.9046,19.829
81,1,19.8971,19.3701,21.2292
81,2,19.1141,18.9944,20.2313
81,3,18.7708,18.7708,21.2292
81,4,19.9532,18.7708,21.2292
82,1,20.0191,21.2292,18.773
82,2,19.4254,21.2292,18.7708
82,3,19.2713,20.3036,19.273
82,4,19.7074,21.2292,20.0585
83,1,19.9459,20.2871,20.4022
83,2,19.1328,19.6335,19.5888
83,3,18.7995,19.6822,20.6664
83,4,19.4807,20.5222,19.9046
84,1,19.3952,19.9119,18.7709
84,2,20.3372,20.1436,19.6704
84,3,20.4989,19.5255,18.7708
84,4,19.9722,20.4221,18.7708
85,1,21.221,20.7595,21.2225
85,2,20.3692,20.0756,20.4764
85,3,21.2291,19.4367,21.2292
85,4,20.5157,20.0623,21.2292
86,1,21.2292,19.6776,19.8164
86,2,21.2292,20.4342,18.8674
86,3,20.3894,19.4129,18.8291
86,4,21.2292,19.624,18.7708
87,1,19.8688,20.4347,21.2292
87,2,18.7708,20.4357,21.2292
87,3,19.3468,19.625,20.3574
87,4,18.7708,19.697,21.2292
88,1,20.8046,19.9445,20.1567
88,2,21.2292,18.7708,20.1848
88,3,19.9966,19.1514,20.3351
88,4,21.2291,19.4856,20.6803
89,1,20.3107,20.0684,20.4453
89,2,21.2292,20.4653,21.0737
89,3,21.2292,19.5346,20.573
89,4,21.2292,19.8382,19.909
90,1,20.7344,19.8421,19.944
90,2,21.2282,20.4322,18.8685
90,3,20.4127,19.443,18.828
90,4,21.2291,19.6529,19.8473
91,1,21.2292,20.3184,18.7708
91,2,21.2292,21.2292,18.7708
91,3,20.208,20.5631,18.7708
