tetra,vertex,x,y,z
1,1,19.603,20.3958,19.7617
1,2,19.7664,19.4564,20.5436
1,3,19.8773,20.4536,20.5436
1,4,19.4564,19.4564,19.6387
2,1,19.4565,19.8132,19.5538
2,2,20.5436,19.4564,19.694
2,3,20.3958,20.335,20.4678
2,4,20.17,20.5189,20.5435
3,1,20.5436,19.4564,19.694
3,2,20.5436,20.3861,20.5436
3,3,20.5436,19.4564,20.4374
3,4,19.6849,20.0866,20.101
4,1,19.8872,20.5433,20.5436
4,2,19.7343,19.4564,20.5436
4,3,19.4564,19.4564,19.7541
4,4,19.4564,20.0183,19.4564
5,1,20.5434,19.8652,19.7422
5,2,20.5433,20.415,20.2795
5,3,19.4746,19.8335,19.5657
5,4,19.8865,20.5402,20.5368
6,1,20.1139,19.4564,19.4564
6,2,20.5436,19.6763,19.693
6,3,19.4564,20.5436,19.4564
6,4,20.5436,20.5436,19.9136
7,1,19.4596,19.5778,19.6084
7,2,20.5109,19.6787,20.5436
7,3,20.5436,19.4564,20.4374
7,4,19.8873,20.5436,20.5436
8,1,20.3959,20.3349,20.4677
8,2,19.4564,19.8132,19.5538
8,3,20.1701,20.5189,20.5436
8,4,20.5436,19.4564,19.694
9,1,19.6342,19.4564,19.6809
9,2,19.8873,20.5436,20.5436
9,3,20.5436,19.4564,20.4374
9,4,19.4596,19.5778,19.6084
10,1,19.8818,20.4548,20.4392
10,2,19.4564,19.4564,19.5379
10,3,20.5436,19.4564,19.694
10,4,19.4564,19.8082,19.5485
11,1,20.4749,19.4564,19.6007
11,2,19.4564,19.5064,19.4564
11,3,20.5436,20.2078,19.8499
11,4,19.603,20.3958,19.7617
12,1,20.1139,19.4564,19.4564
12,2,19.4564,20.5436,19.4564
12,3,20.5436,19.6763,19.693
12,4,20.5436,20.5436,19.9136
13,1,20.17,20.5189,20.5436
13,2,20.3958,20.3349,20.4678
13,3,19.4564,19.8132,19.5538
13,4,20.5436,19.4564,19.694
14,1,19.8873,20.5436,20.5436
14,2,19.4596,19.5778,19.6084
14,3,20.5436,19.4564,20.4374
14,4,19.6342,19.4564,19.6809
15,1,20.5435,19.4566,19.6942
15,2,19.8101,20.3857,20.3314
15,3,19.4642,19.8108,19.555
15,4,20.1697,20.5185,20.5436
16,1,20.5436,19.8633,19.7406
16,2,20.5436,20.3126,20.3197
16,3,19.4677,19.8137,19.5557
16,4,19.8873,20.5436,20.5436
17,1,19.8872,20.5312,20.5434
17,2,20.5432,19.4566,20.5433
17,3,19.4695,19.5743,19.6371
17,4,19.5893,19.4566,19.6812
18,1,20.5436,20.2078,19.8499
18,2,20.4749,19.4564,19.6007
18,3,19.4564,19.5064,19.4564
18,4,19.603,20.3958,19.7617
19,1,20.5108,19.6788,20.5436
19,2,19.4595,19.5778,19.6084
19,3,19.8872,20.5435,20.5435
19,4,20.5436,19.4564,20.4374
20,1,19.6086,19.4568,19.681
20,2,20.5432,19.4574,20.5325
20,3,19.8916,20.5303,20.5432
20,4,19.4688,19.5726,19.6292
21,1,20.5426,19.4565,19.6939
21,2,20.1652,20.3405,20.3837
21,3,19.462,19.4565,19.5388
21,4,19.8328,20.4375,20.4176
22,1,20.5436,20.2078,19.8499
22,2,20.4749,19.4564,19.6007
22,3,19.603,20.3958,19.7617
22,4,19.4564,19.5064,19.4564
23,1,19.8873,20.5436,20.5436
23,2,20.5436,19.4564,20.4374
23,3,19.4596,19.5778,19.6084
23,4,19.6342,19.4564,19.6809
24,1,19.5964,19.4567,19.6816
24,2,19.4696,19.5759,19.6341
24,3,20.5432,19.4572,20.5389
24,4,19.8897,20.5308,20.5433
25,1,20.5425,20.5422,19.4572
25,2,20.3698,19.458,19.4575
25,3,20.5427,20.5425,19.907
25,4,19.4698,20.5419,19.4568
26,1,19.8872,20.5433,20.5436
26,2,19.4596,20.0221,19.4643
26,3,19.4723,19.4564,19.7457
26,4,19.7625,19.4564,20.5436
27,1,20.1608,19.4564,19.4762
27,2,19.4564,20.5436,19.4564
27,3,19.4564,20.5436,19.7963
27,4,20.5436,20.5436,19.9869
28,1,19.4907,19.4583,19.7124
28,2,19.7776,19.4591,20.5404
28,3,20.5157,19.4584,20.542
28,4,19.8984,20.3948,20.5419
29,1,20.1653,20.3405,20.3837
29,2,19.462,19.4565,19.5388
29,3,19.8328,20.4375,20.4176
29,4,20.5426,19.4565,19.6939
30,1,19.4565,19.8133,19.5539
30,2,20.3954,20.3354,20.4681
30,3,20.1692,20.5188,20.5434
30,4,20.5435,19.4565,19.6941
31,1,20.1652,20.3405,20.3837
31,2,19.8328,20.4375,20.4176
31,3,19.462,19.4565,19.5388
31,4,20.5426,19.4565,19.6939
32,1,20.5426,19.4565,19.6939
32,2,20.1652,20.3405,20.3837
32,3,19.8328,20.4375,20.4176
32,4,19.462,19.4565,19.5388
33,1,19.4564,20.5436,20.5436
33,2,19.8872,20.5433,20.5436
33,3,19.4564,20.0183,19.4564
33,4,19.4564,19.4564,20.5436
34,1,19.4699,19.5758,19.6364
34,2,19.5925,19.4567,19.6812
34,3,20.5433,19.4569,20.5421
34,4,19.8885,20.5308,20.5433
35,1,19.462,19.4565,19.5388
35,2,20.1652,20.3404,20.3836
35,3,19.8328,20.4375,20.4176
35,4,20.5426,19.4565,19.6939
36,1,19.4564,20.5436,20.5436
36,2,19.4564,20.4251,19.7479
36,3,20.5436,20.5436,20.5436
36,4,20.5436,20.2078,19.8499
37,1,20.1139,19.4564,19.4564
37,2,20.5436,20.5436,19.9136
37,3,19.4564,20.5436,19.4564
37,4,20.5436,19.6763,19.693
38,1,20.5436,19.4565,19.694
38,2,20.3956,20.3352,20.4679
38,3,19.4565,19.8132,19.5538
38,4,20.1697,20.5189,20.5435
39,1,20.3958,20.335,20.4678
39,2,20.5436,19.4564,19.694
39,3,19.4565,19.8132,19.5538
39,4,20.1699,20.5189,20.5435
40,1,19.4566,19.8133,19.5539
40,2,20.5435,19.4565,19.6941
40,3,20.1683,20.5187,20.5432
40,4,20.3948,20.336,20.4685
41,1,19.4564,19.8132,19.5538
41,2,20.5436,19.8634,19.7406
41,3,20.5436,19.4564,19.694
41,4,20.1701,20.5189,20.5436
42,1,19.8873,20.5436,20.5435
42,2,20.5109,19.6788,20.5436
42,3,20.5436,19.4564,20.4374
42,4,19.4595,19.5778,19.6084
43,1,19.4564,19.7108,19.4564
43,2,20.5436,20.4603,19.9529
43,3,20.1698,19.4564,19.4778
43,4,19.6346,20.5436,19.8275
44,1,20.5436,19.4564,20.4374
44,2,19.4636,19.4564,19.539
44,3,19.6849,20.0866,20.101
44,4,20.5436,19.4564,19.694
45,1,19.4564,19.8132,19.5538
45,2,20.5436,19.4564,19.694
45,3,20.3959,20.3349,20.4678
45,4,20.17,20.5189,20.5436
