tetra,vertex,x,y,z
1,1,-0.856864,0.683148,0.846168
1,2,-1.07251,0.225017,0.280856
1,3,-0.956462,-0.534872,0.846168
1,4,0.100459,-0.168136,0.846168
2,1,0.505569,0.972269,-0.450502
2,2,0.997234,0.454347,0.70709
2,3,0.520813,0.112459,0.603295
2,4,0.237733,1.06976,0.846168
3,1,1.01601,-0.410638,0.658398
3,2,-0.00400913,-0.305064,-0.233681
3,3,1.04516,0.329469,0.10868
3,4,1.01383,-0.416003,-0.27204
4,1,0.505843,0.972127,-0.450035
4,2,0.995629,0.457854,0.701117
4,3,0.514838,0.111646,0.597802
4,4,1.07155,0.229535,-0.637579
5,1,0.59977,0.91716,-1.73469
5,2,0.215821,0.317858,-1.68194
5,3,0.675431,0.862959,-0.523654
5,4,-0.169465,1.08267,-0.625238
6,1,0.663891,-0.218283,-1.08927
6,2,1.0958,0.0118194,-1.89348
6,3,0.654953,0.878603,-1.89348
6,4,0.0353293,0.102421,-1.89348
7,1,0.0196634,-0.0813472,-0.0436932
7,2,-0.384587,-1.02616,-0.040346
7,3,0.471002,-0.989477,-0.0619707
7,4,-0.219942,-1.07356,0.846168
8,1,-0.216614,1.07424,-0.680836
8,2,0.0250857,0.215248,-1.22657
8,3,-0.787298,0.762201,-0.648088
8,4,-0.761945,0.787621,-1.89346
9,1,0.513864,0.967911,-0.460511
9,2,0.268709,0.38585,-0.791212
9,3,0.553549,0.119842,0.511902
9,4,1.07433,0.21616,-0.734747
10,1,0.708743,-0.397636,-1.32564
10,2,-0.169925,-1.08148,-1.18075
10,3,0.0883231,0.0478281,-1.89348
10,4,0.773462,-0.776314,-1.89348
11,1,-0.363239,-1.03391,0.077894
11,2,0.034361,-0.0785375,0.0209844
11,3,-0.957397,-0.533196,0.833203
11,4,-0.219943,-1.07356,0.846168
12,1,0.341003,-1.04145,-0.232446
12,2,0.569128,-0.0609531,-0.71439
12,3,-0.0530803,-1.09457,-1.33576
12,4,-0.0042561,-0.305165,-0.233488
13,1,-1.09298,0.0794079,-1.89348
13,2,-1.09488,0.0456325,-0.987434
13,3,-0.0332046,0.0113629,-1.83695
13,4,-0.866395,-0.67102,-1.89348
14,1,-0.856856,0.683159,0.846168
14,2,0.32051,0.50983,0.624791
14,3,0.237642,1.06978,0.846168
14,4,-0.420148,1.01212,-0.184648
15,1,0.545087,-0.950677,-0.177122
15,2,-0.219942,-1.07356,0.846168
15,3,0.594059,-0.92087,0.846168
15,4,0.122923,-0.160336,0.846168
16,1,1.09485,-0.0469469,-1.84203
16,2,1.04382,0.333694,-0.934095
16,3,0.231941,0.30183,-0.850196
16,4,0.987356,-0.475432,-0.555623
17,1,-0.501113,0.973509,-0.0619153
17,2,0.485266,0.98256,-0.515244
17,3,-0.773249,0.776526,-0.650425
17,4,0.0691384,-0.0473224,-0.402707
18,1,-1.03685,-0.354742,0.680522
18,2,-0.381818,-1.02719,0.104931
18,3,-1.01842,-0.404643,-0.678584
18,4,-0.44159,-0.177736,-0.525671
19,1,-0.229764,1.0715,-0.641028
19,2,0.675431,0.86296,-0.523652
19,3,0.215824,0.317862,-1.68193
19,4,0.0263953,0.0536479,-1.02609
20,1,-1.08195,0.17406,0.229231
20,2,-0.729859,0.817443,-0.299972
20,3,0.135685,0.531922,0.697086
20,4,-0.856856,0.683158,0.846168
21,1,0.0922884,-0.199181,-0.878048
