tetra,vertex,x,y,z
1,1,20.0435,20.0032,19.521
1,2,20.594,19.9809,20.3555
1,3,19.7606,20.5325,20.3209
1,4,20.566,20.8099,19.797
2,1,21.3466,19.5701,20.2697
2,2,21.3541,20.3917,19.6997
2,3,20.4893,19.9336,19.9053
2,4,21.1503,19.5018,19.2915
3,1,20.0508,19.5428,21.348
3,2,19.3127,19.0734,20.8635
3,3,19.8006,19.8266,20.4224
3,4,19.1821,20.0109,21.1862
4,1,20.1698,20.5192,21.3259
4,2,19.386,20.9562,20.8845
4,3,19.9818,20.3492,20.3585
4,4,20.3151,21.2448,20.6533
5,1,19.1988,21.0447,19.4138
5,2,19.7591,20.2545,19.662
5,3,19.3326,20.3011,18.7587
5,4,18.768,20.1562,19.5713
6,1,18.9104,20.846,20.4095
6,2,19.2376,20.3051,21.1844
6,3,19.5941,20.1303,20.2665
6,4,18.6517,19.8836,20.4924
7,1,20.0579,19.8299,21.4295
7,2,20.4118,20.728,21.1681
7,3,20.9798,19.9133,21.0513
7,4,20.1835,20.056,20.4635
8,1,20.971,20.1005,20.8207
8,2,21.0789,20.9192,20.2568
8,3,20.4515,20.1947,19.9714
8,4,21.4393,20.0422,19.9391
9,1,21.135,19.4312,19.3183
9,2,20.2153,19.0494,19.2265
9,3,20.4102,19.7168,19.9453
9,4,20.7878,18.7928,20.0051
10,1,19.8843,18.5867,20.251
10,2,18.9849,18.9827,20.0661
10,3,19.4103,19.1048,20.9629
10,4,19.7827,19.5777,20.1643
11,1,18.7831,19.41,20.2468
11,2,19.1453,19.5012,19.3191
11,3,19.3832,18.703,19.8726
11,4,19.7544,19.6017,20.1059
12,1,20.2093,20.3571,20.2836
12,2,20.3078,21.346,20.3959
12,3,20.2586,20.7538,21.2002
12,4,21.0711,20.7392,20.6174
13,1,20.1145,20.2177,19.5612
13,2,20.3008,21.0872,19.1037
13,3,19.8096,20.3629,18.6199
13,4,20.7839,20.2592,18.8195
14,1,20.2661,19.8479,20.3978
14,2,20.2946,19.8238,21.3971
14,3,20.663,19.0595,20.8678
14,4,21.14,19.9383,20.8754
15,1,19.9927,21.2041,20.7871
15,2,19.1639,21.1509,20.23
15,3,19.8955,20.4811,20.1031
15,4,20.0295,21.4288,19.8134
16,1,20.4018,19.5021,19.1907
16,2,20.5654,19.9635,20.0627
16,3,19.9597,19.1688,20.0234
16,4,19.6727,20.0367,19.618
17,1,18.6751,20.2696,19.5093
17,2,18.867,20.8331,20.3129
17,3,19.2475,21.085,19.4231
17,4,19.5934,20.2799,19.9051
18,1,18.9204,20.8655,20.4008
18,2,18.6482,19.9074,20.4899
18,3,19.5214,20.1414,20.0624
18,4,18.6634,20.3411,19.589
19,1,20.4167,19.7218,19.957
19,2,21.3431,19.5735,20.3031
19,3,21.1457,19.4437,19.3314
19,4,20.7904,18.7954,20.0049
20,1,19.2491,19.2677,20.9893
20,2,18.657,19.856,20.4385
20,3,19.6214,19.7496,20.1961
20,4,18.9861,18.9883,20.0658
21,1,20.2148,20.3634,20.2648
21,2,20.814,20.8859,19.6583
21,3,20.3122,21.3511,20.3875
21,4,21.0723,20.7419,20.6135
22,1,19.9605,21.3156,19.4129
22,2,20.1772,20.402,19.757
22,3,20.5902,20.7268,18.9061
22,4,20.8701,21.1226,19.7807
23,1,20.318,19.6635,20.1315
23,2,20.1982,19.1613,19.275
23,3,19.772,18.8259,20.1152
23,4,20.7647,18.7779,20.0045
24,1,20.4156,19.035,20.986
24,2,19.4197,19.1254,20.9853
24,3,19.9642,19.5866,20.2847
24,4,19.8738,18.5908,20.2726
25,1,20.9854,19.9044,21.0448
25,2,20.4303,20.7271,21.168
25,3,21.1533,20.7104,20.4772
25,4,20.3225,20.1699,20.3447
26,1,19.3077,21.0163,19.2484
26,2,19.8074,20.4552,19.9082
26,3,19.1583,21.1451,20.2287
26,4,20.0232,21.427,19.8134
27,1,19.3352,20.9715,20.8303
27,2,19.8318,20.2019,20.4289
27,3,20.1031,20.5607,21.322
27,4,19.2446,20.0572,21.2252
28,1,20.3457,18.9319,20.9024
28,2,20.7861,18.7936,20.0154
28,3,20.289,19.6414,20.2
28,4,21.1586,19.4614,20.6598
29,1,19.7147,20.28,19.8771
29,2,19.878,19.8812,20.7795
29,3,20.6019,19.8706,20.0898
29,4,19.7965,19.2885,19.9782
