tetra,vertex,x,y,z
1,1,20.3297,20.1838,20.6751
1,2,19.9978,19.8195,19.8054
1,3,20.6751,19.3249,20.3493
1,4,19.7565,19.3344,20.6751
2,1,19.3249,20.2315,20.6076
2,2,19.5641,20.6751,19.7158
2,3,20.0493,19.8704,19.9793
2,4,20.1911,20.6751,20.5263
3,1,20.6751,19.6504,19.3249
3,2,20.6751,20.6751,19.3249
3,3,20.6751,20.1448,20.1677
3,4,19.8563,20.1984,19.5539
4,1,19.5574,20.1572,20.12
4,2,19.3249,19.3249,19.5713
4,3,19.3249,19.3249,20.596
4,4,20.1541,19.3249,20.0837
5,1,19.9925,19.8073,19.835
5,2,20.3233,20.1744,20.6751
5,3,19.7501,19.325,20.6751
5,4,19.3249,20.187,20.5133
6,1,20.6751,19.3249,20.3493
6,2,20.3788,20.1404,19.9052
6,3,20.6751,19.3496,19.3249
6,4,19.8216,19.3249,19.8781
7,1,19.8841,19.7045,20.1026
7,2,19.9766,20.2848,19.3249
7,3,20.3356,19.325,19.3249
7,4,19.3249,19.494,19.3249
8,1,20.6751,20.6488,20.0047
8,2,19.9391,20.5123,20.646
8,3,20.0812,19.82,19.9041
8,4,20.6751,19.8738,20.675
9,1,19.5624,20.6751,19.7137
9,2,20.0508,19.8759,19.9836
9,3,20.5829,20.6728,19.6205
9,4,20.1895,20.6751,20.5241
10,1,19.3249,19.6326,19.4324
10,2,20.1026,20.1464,19.7177
10,3,19.3249,20.1702,20.3048
10,4,19.3249,20.6569,19.4031
