tetra,vertex,x,y,z
1,1,20.5062,20.5115,20.6337
1,2,19.8224,20.2935,19.8061
1,3,19.7192,19.7524,20.5695
1,4,20.5892,19.845,19.9105
2,1,20.4617,19.3663,19.3663
2,2,19.3663,19.3663,19.3663
2,3,19.8197,20.1645,19.3663
2,4,20.0966,19.4794,20.1749
3,1,19.3663,20.6337,19.4227
3,2,19.5025,19.8431,20.1226
3,3,20.1828,20.6337,19.7878
3,4,19.3663,20.6337,20.5181
4,1,20.6337,20.6337,19.3663
4,2,20.2326,19.6514,19.3663
4,3,20.0801,20.3282,20.0616
4,4,19.5459,20.5049,19.3663
5,1,19.3663,20.6337,20.6337
5,2,20.4465,20.4512,20.6337
5,3,19.6762,19.6723,20.6337
5,4,19.928,20.3388,19.9136
6,1,19.6713,20.0842,20.1961
6,2,19.3663,19.3663,20.6337
6,3,20.4417,19.3663,20.4348
6,4,19.6646,19.3663,19.6628
7,1,19.7372,19.9793,20.0493
7,2,20.6337,20.2726,19.5969
7,3,20.4025,19.4399,19.3663
7,4,20.6337,19.3772,20.228
8,1,20.6337,19.8599,19.8878
8,2,20.5264,20.4564,20.6337
8,3,20.6337,19.3663,20.6337
8,4,19.7393,19.7061,20.5013
9,1,19.3663,20.5496,19.4196
9,2,19.3664,19.4554,19.3663
9,3,20.1554,20.0678,19.8161
9,4,19.3663,19.7819,20.2011
10,1,20.6337,20.6337,19.4565
10,2,19.7926,20.6038,20.1502
10,3,20.5646,19.8638,19.9123
10,4,20.6337,20.6337,20.552
